nama_provinsi,kode_provinsi,kode_kecamatan,nama_kecamatan,kode_kabupatenkota,nama_kabupatenkota,jumlah_penduduk,total,density,level_kerawanan
JAWA BARAT,32,320324,Naringgul,32.03,KAB. CIANJUR,42130,2,4.747211013529551E-05,0
NUSA TENGGARA TIMUR,53,530221,Kualin,53.02,KAB TIMOR TENGAH SELATAN,21102,1,4.738887309259786E-05,0
KALIMANTAN SELATAN,63,630806,Amuntai Utara,63.08,KAB. HULU SUNGAI UTARA,21105,1,4.738213693437574E-05,0
JAWA TENGAH,33,332311,Tretep,33.23,KAB. TEMANGGUNG,21113,1,4.736418320466063E-05,0
SULAWESI TENGAH,72,720401,Dampal Selatan,72.04,KAB. TOLI TOLI,21116,1,4.7357454063269556E-05,0
LAMPUNG,18,180813,Buay Bahuga,18.08,KAB. WAY KANAN,21127,1,4.7332796894968525E-05,0
JAWA TIMUR,35,350811,Pasrujambe,35.08,KAB. LUMAJANG,42363,2,4.721100960744045E-05,0
JAWA BARAT,32,320238,Purabaya,32.02,KAB. SUKABUMI,42421,2,4.7146460479479504E-05,0
JAWA BARAT,32,320511,Leuwigoong,32.05,KAB. GARUT,42449,2,4.711536196376829E-05,0
SUMATERA SELATAN,16,160203,Pedamaran,16.02,KAB. OGAN KOMERING ILIR,42518,2,4.7038901171268636E-05,0
SUMATERA SELATAN,16,160406,Jarai,16.04,KAB. LAHAT,21268,1,4.70189956742524E-05,0
SULAWESI TENGAH,72,720807,Bolano Lambunu,72.08,KAB. PARIGI MOUTONG,21268,1,4.70189956742524E-05,0
SUMATERA UTARA,12,120106,Kolang,12.01,KAB. TAPANULI TENGAH,21339,1,4.686255213458925E-05,0
LAMPUNG,18,181309,Ngambur,18.13,KAB. PESISIR BARAT,21361,1,4.681428772061233E-05,0
SULAWESI TENGAH,72,720310,Sindue,72.03,KAB. DONGGALA,21361,1,4.681428772061233E-05,0
SUMATERA UTARA,12,122105,Huta Raja Tinggi,12.21,KAB. PADANG LAWAS,42727,2,4.6808809417932456E-05,0
JAMBI,15,150502,Sekernan,15.05,KAB. MUARO JAMBI,42802,2,4.6726788467828604E-05,0
SULAWESI TENGGARA,74,747202,Wolio,74.72,KOTA BAU BAU,42805,2,4.672351360822334E-05,0
SUMATERA SELATAN,16,160704,Pulau Rimau,16.07,KAB. BANYUASIN,21403,1,4.672242209036116E-05,0
KALIMANTAN BARAT,61,611004,Menukung,61.10,KAB. MELAWI,21405,1,4.67180565288484E-05,0
ACEH,11,110105,Meukek,11.01,KAB. ACEH SELATAN,21447,1,4.662656781834289E-05,0
LAMPUNG,18,180508,Banjar Agung,18.05,KAB. TULANG BAWANG,42945,2,4.6571195715449996E-05,0
JAWA BARAT,32,320315,Campaka,32.03,KAB. CIANJUR,64481,3,4.6525333043842375E-05,0
NUSA TENGGARA TIMUR,53,530308,Insana,53.03,KAB. TIMOR TENGAH UTARA,21534,1,4.643819076808767E-05,0
LAMPUNG,18,181206,Way Kenanga,18.12,KAB. TULANG BAWANG BARAT,21538,1,4.642956634785031E-05,0
SUMATERA UTARA,12,122407,Alasa,12.24,KAB. NIAS UTARA,21547,1,4.64101731099457E-05,0
SUMATERA UTARA,12,120508,Wampu,12.05,KAB. LANGKAT,43151,2,4.634886792890084E-05,0
LAMPUNG,18,180720,Waway Karya,18.07,KAB. LAMPUNG TIMUR,43314,2,4.617444706099645E-05,0
SULAWESI UTARA,71,710110,Dumoga Timur,71.01,KAB. BOLAANG MONGONDOW,21677,1,4.613184481247405E-05,0
LAMPUNG,18,181202,Tumijajar,18.12,KAB. TULANG BAWANG BARAT,43372,2,4.611269943742507E-05,0
JAWA TIMUR,35,351211,Arjasa,35.12,KAB. SITUBONDO,43384,2,4.6099944680066385E-05,0
SULAWESI TENGGARA,74,740101,Wundulako,74.01,KAB. KOLAKA,21694,1,4.609569466211856E-05,0
LAMPUNG,18,180620,Gisting,18.06,KAB. TANGGAMUS,43405,2,4.607764082478977E-05,0
ACEH,11,111707,Timang gajah,11.17,KAB. BENER MERIAH,21705,1,4.6072333563695E-05,0
BENGKULU,17,170312,Ketahun,17.03,KAB. BENGKULU UTARA,21705,1,4.6072333563695E-05,0
JAWA TENGAH,33,330415,Pejawaran,33.04,KAB. BANJARNEGARA,43419,2,4.6062783574011374E-05,0
NUSA TENGGARA BARAT,52,520426,Lopok,52.04,KAB. SUMBAWA,21743,1,4.599181345720462E-05,0
NUSA TENGGARA TIMUR,53,530714,Alok Barat,53.07,KAB. SIKKA,21744,1,4.59896983075791E-05,0
SULAWESI SELATAN,73,730824,Amali,73.08,KAB. BONE,21793,1,4.5886293764052676E-05,0
SULAWESI TENGAH,72,720804,Moutong,72.08,KAB. PARIGI MOUTONG,21801,1,4.5869455529562866E-05,0
SULAWESI TENGAH,72,720403,Dondo,72.04,KAB. TOLI TOLI,21808,1,4.5854732208363906E-05,0
NUSA TENGGARA TIMUR,53,531307,Buyasuri,53.13,KAB. LEMBATA,21856,1,4.575402635431918E-05,0
KEPULAUAN BANGKA BELITUNG,19,190503,Jebus,19.05,KAB. BANGKA BARAT,21876,1,4.5712196013896505E-05,0
LAMPUNG,18,180624,Limau,18.06,KAB. TANGGAMUS,21888,1,4.5687134502923974E-05,0
NUSA TENGGARA BARAT,52,520610,Ambalawi,52.06,KAB. BIMA,21900,1,4.5662100456621006E-05,0
JAWA TIMUR,35,352224,Sukosewu,35.22,KAB. BOJONEGORO,43903,2,4.555497346422796E-05,0
ACEH,11,110818,Langkahan,11.08,KAB. ACEH UTARA,21980,1,4.5495905368516835E-05,0
SULAWESI TENGGARA,74,741406,Gu,74.14,KAB. BUTON TENGAH,21995,1,4.546487838145033E-05,0
JAWA TENGAH,33,331225,Puhpelem,33.12,KAB. WONOGIRI,22034,1,4.538440591812653E-05,0
SULAWESI TENGAH,72,721101,Banggai,72.11,KAB. BANGGAI LAUT,22081,1,4.5287803994384315E-05,0
ACEH,11,111603,Karang Baru,11.16,KAB. ACEH TAMIANG,44194,2,4.525501199257818E-05,0
NUSA TENGGARA BARAT,52,520314,Wanasaba,52.03,KAB. LOMBOK TIMUR,66315,3,4.523863379325944E-05,0
ACEH,11,110603,Indrapuri,11.06,KAB. ACEH BESAR,22134,1,4.5179362067407606E-05,0
KALIMANTAN TENGAH,62,620702,Seruyan Tengah,62.07,KAB. SERUYAN,22170,1,4.510599909788002E-05,0
SULAWESI TENGGARA,74,740519,Laeya,74.05,KAB. KONAWE SELATAN,22177,1,4.509176173513099E-05,0
JAWA TIMUR,35,352811,Batumarmar,35.28,KAB. PAMEKASAN,66620,3,4.5031522065445815E-05,0
BANTEN,36,360412,Pontang,36.04,KAB. SERANG,44479,2,4.496503968164752E-05,0
NUSA TENGGARA TIMUR,53,531507,Welak,53.15,KAB. MANGGARAI BARAT,22252,1,4.493978069387021E-05,0
JAWA BARAT,32,321211,Juntinyuat,32.12,KAB. INDRAMAYU,89024,4,4.4931703810208485E-05,0
NUSA TENGGARA TIMUR,53,531212,Lamboya,53.12,KAB. SUMBA BARAT,22337,1,4.476876930653176E-05,0
JAWA TIMUR,35,352917,Batuputih,35.29,KAB. SUMENEP,44732,2,4.4710721631047124E-05,0
KALIMANTAN SELATAN,63,630105,Bati Bati,63.01,KAB. TANAH LAUT,44768,2,4.467476769120801E-05,0
NUSA TENGGARA TIMUR,53,531602,Nangaroro,53.16,KAB. NAGEKEO,22412,1,4.461895413171515E-05,0
SUMATERA SELATAN,16,160603,Sungai Keruh,16.06,KAB. MUSI BANYUASIN,22423,1,4.459706551308924E-05,0
ACEH,11,110407,Pegasing,11.04,KAB. ACEH TENGAH,22449,1,4.454541404962359E-05,0
SUMATERA UTARA,12,120608,Tigabinanga,12.06,KAB. KARO,22472,1,4.4499822000712E-05,0
LAMPUNG,18,180303,Sungkai Selatan,18.03,KAB. LAMPUNG UTARA,22510,1,4.4424700133274104E-05,0
JAWA TIMUR,35,350108,Bandar,35.01,KAB. PACITAN,45103,2,4.4342948362636634E-05,0
LAMPUNG,18,180621,Gunung Alip,18.06,KAB. TANGGAMUS,22610,1,4.422821760283061E-05,0
KALIMANTAN SELATAN,63,630404,Anjir Muara,63.04,KAB. BARITO KUALA,22628,1,4.4193035177656004E-05,0
KALIMANTAN BARAT,61,610901,Sekadau Hilir,61.09,KAB. SEKADAU,67892,3,4.418782772638897E-05,0
LAMPUNG,18,181207,Lambu Kibang,18.12,KAB. TULANG BAWANG BARAT,22635,1,4.417936823503424E-05,0
KALIMANTAN BARAT,61,610116,Jawai Selatan,61.01,KAB. SAMBAS,22644,1,4.4161808867691223E-05,0
LAMPUNG,18,180705,Sekampung,18.07,KAB. LAMPUNG TIMUR,68215,3,4.3978597082753064E-05,0
JAWA TIMUR,35,352608,Sepulu,35.26,KAB. BANGKALAN,45641,2,4.382024933721873E-05,0
JAWA TENGAH,33,332314,Tlogomulyo,33.23,KAB. TEMANGGUNG,22832,1,4.379817799579537E-05,0
ACEH,11,111602,Bendahara,11.16,KAB. ACEH TAMIANG,22871,1,4.3723492632591494E-05,0
NUSA TENGGARA TIMUR,53,530405,Kakuluk Mesak,53.04,KAB. BELU,22889,1,4.368910830529949E-05,0
NUSA TENGGARA TIMUR,53,530801,Nangapanda,53.08,KAB. ENDE,22898,1,4.3671936413660584E-05,0
SUMATERA SELATAN,16,161108,Sikap Dalam,16.11,KAB. EMPAT LAWANG,22960,1,4.3554006968641115E-05,0
SUMATERA UTARA,12,120105,Manduamas,12.01,KAB. TAPANULI TENGAH,22986,1,4.350474201687984E-05,0
KALIMANTAN TIMUR,64,647204,Samarinda Ilir,64.72,KOTA SAMARINDA,68972,3,4.349591138432987E-05,0
SULAWESI TENGGARA,74,747110,Kambu,74.71,KOTA KENDARI,23000,1,4.347826086956522E-05,0
SUMATERA UTARA,12,121322,Sinunukan,12.13,KAB. MANDAILING NATAL,23007,1,4.346503238144912E-05,0
NUSA TENGGARA TIMUR,53,530203,Mollo Utara,53.02,KAB TIMOR TENGAH SELATAN,23034,1,4.341408352869671E-05,0
SUMATERA UTARA,12,120331,Angkola Sangkunur,12.03,KAB. TAPANULI SELATAN,23042,1,4.339901050256054E-05,0
ACEH,11,111117,Kuta Blang,11.11,KAB. BIREUEN,23073,1,4.334070125254627E-05,0
SUMATERA SELATAN,16,160129,Sinar Peninjauan,16.01,KAB. OGAN KOMERING ULU,23084,1,4.332004851845434E-05,0
SULAWESI BARAT,76,760202,Tapalang,76.02,KAB. MAMUJU,23100,1,4.329004329004329E-05,0
BENGKULU,17,170218,Curup Selatan,17.02,KAB. REJANG LEBONG,23139,1,4.321707938977484E-05,0
JAWA TIMUR,35,352927,Kangayan,35.29,KAB. SUMENEP,23147,1,4.320214282628418E-05,0
JAWA TENGAH,33,330419,Pandanarum,33.04,KAB. BANJARNEGARA,23188,1,4.312575470070726E-05,0
SUMATERA BARAT,13,130710,Situjuah Limo Nagari,13.07,KAB. LIMA PULUH KOTA,23217,1,4.307188697936857E-05,0
SULAWESI TENGAH,72,720802,Ampibabo,72.08,KAB. PARIGI MOUTONG,23243,1,4.3023706062040185E-05,0
SUMATERA UTARA,12,121302,Panyabungan Utara,12.13,KAB. MANDAILING NATAL,23255,1,4.300150505267684E-05,0
JAWA TENGAH,33,331418,Gesi,33.14,KAB. SRAGEN,23322,1,4.2877969299373983E-05,0
JAWA TIMUR,35,352923,Masalembu,35.29,KAB. SUMENEP,23464,1,4.261847937265598E-05,0
SULAWESI TENGAH,72,720112,Toili Barat,72.01,KAB. BANGGAI,23480,1,4.258943781942078E-05,0
NUSA TENGGARA BARAT,52,520422,Unter Iwes,52.04,KAB. SUMBAWA,23481,1,4.258762403645501E-05,0
BENGKULU,17,170610,Penarik,17.06,KAB. MUKO MUKO,23493,1,4.256587068488486E-05,0
JAWA TIMUR,35,352201,Ngraho,35.22,KAB. BOJONEGORO,47167,2,4.240252719062056E-05,0
NUSA TENGGARA TIMUR,53,531014,Rahong Utara,53.10,KAB. MANGGARAI,23735,1,4.213187276174426E-05,0
NUSA TENGGARA TIMUR,53,531805,Wewewa Selatan,53.18,KAB. SUMBA BARAT DAYA,23756,1,4.209462872537464E-05,0
NUSA TENGGARA TIMUR,53,530305,Kota Kefamenanu,53.03,KAB. TIMOR TENGAH UTARA,47554,2,4.205745047735206E-05,0
JAMBI,15,150304,Pauh,15.03,KAB. SAROLANGUN,23797,1,4.202210362650754E-05,0
BANTEN,36,360108,Munjul,36.01,KAB. PANDEGLANG,23819,1,4.1983290650321174E-05,0
JAWA TENGAH,33,332803,Bojong,33.28,KAB. TEGAL,71500,3,4.195804195804196E-05,0
KALIMANTAN SELATAN,63,630707,Batang Alai Selatan,63.07,KAB. HULU SUNGAI TENGAH,23842,1,4.194279003439309E-05,0
ACEH,11,110718,Simpang Tiga,11.07,KAB. PIDIE,23851,1,4.1926963230053246E-05,0
RIAU,14,140715,Kubu Babussalam,14.07,KAB. ROKAN HILIR,23886,1,4.186552792430713E-05,0
BENGKULU,17,170506,Air Periukan,17.05,KAB. SELUMA,23937,1,4.1776329531687346E-05,0
KALIMANTAN BARAT,61,617203,Singkawang Timur,61.72,KOTA SINGKAWANG,24002,1,4.166319473377219E-05,0
SUMATERA SELATAN,16,160718,Sumber Marga Telang,16.07,KAB. BANYUASIN,24012,1,4.164584374479427E-05,0
SULAWESI BARAT,76,760402,Campalagian,76.04,KAB. POLEWALI MANDAR,72075,3,4.162330905306972E-05,0
SULAWESI BARAT,76,760503,Sendana,76.05,KAB. MAJENE,24078,1,4.153168867846167E-05,0
SUMATERA UTARA,12,120509,Secanggang,12.05,KAB. LANGKAT,72390,3,4.144218814753419E-05,0
SUMATERA UTARA,12,120406,Gido,12.04,KAB. NIAS,24147,1,4.141301196836046E-05,0
SUMATERA UTARA,12,120915,Bandar Pulau,12.09,KAB. ASAHAN,24206,1,4.131207138725936E-05,0
SUMATERA SELATAN,16,160908,Mekakau Ilir,16.09,KAB. OGAN KOMERING ULU SELATAN,24306,1,4.1142104830083104E-05,0
BANTEN,36,360106,Panimbang,36.01,KAB. PANDEGLANG,48718,2,4.1052588365696454E-05,0
JAWA TIMUR,35,352303,Bangilan,35.23,KAB. TUBAN,48788,2,4.099368697220628E-05,0
SUMATERA SELATAN,16,160219,Pangkalan Lampam,16.02,KAB. OGAN KOMERING ILIR,24450,1,4.089979550102249E-05,0
JAWA TENGAH,33,331610,Tunjungan,33.16,KAB. BLORA,49127,2,4.07108107557962E-05,0
JAWA TENGAH,33,330417,Wanayasa,33.04,KAB. BANJARNEGARA,49144,2,4.069672798307016E-05,0
LAMPUNG,18,180405,Sumber Jaya,18.04,KAB. LAMPUNG BARAT,24628,1,4.060419035244437E-05,0
LAMPUNG,18,180123,Way Sulan,18.01,KAB. LAMPUNG SELATAN,24645,1,4.057618178129438E-05,0
SULAWESI TENGGARA,74,740120,Samaturu,74.01,KAB. KOLAKA,24710,1,4.046944556859571E-05,0
SUMATERA BARAT,13,131206,Gunungtuleh,13.12,KAB. PASAMAN BARAT,24805,1,4.0314452731304174E-05,0
ACEH,11,111204,Susoh,11.12,KAB. ACEH BARAT DAYA,24833,1,4.0268996899287236E-05,0
NUSA TENGGARA TIMUR,53,531401,Rote Barat Daya,53.14,KAB. ROTE NDAO,24840,1,4.025764895330113E-05,0
SUMATERA SELATAN,16,160311,Ujan Mas,16.03,KAB. MUARA ENIM,24877,1,4.0197773043373395E-05,0
KEPULAUAN BANGKA BELITUNG,19,190404,Simpang Katis,19.04,KAB. BANGKA TENGAH,24885,1,4.018485031143259E-05,0
SUMATERA SELATAN,16,160423,Merapi Timur,16.04,KAB. LAHAT,24897,1,4.016548178495401E-05,0
KALIMANTAN BARAT,61,611001,Belimbing,61.10,KAB. MELAWI,24916,1,4.013485310643763E-05,0
SULAWESI SELATAN,73,731101,Tanete Riaja,73.11,KAB. BARRU,24990,1,4.001600640256102E-05,0
NUSA TENGGARA TIMUR,53,530207,Amanuban Barat,53.02,KAB TIMOR TENGAH SELATAN,25009,1,3.998560518213443E-05,0
MALUKU UTARA,82,820105,Jailolo Selatan,82.01,KAB. HALMAHERA BARAT,25019,1,3.9969623086454295E-05,0
SUMATERA BARAT,13,130306,Kamang Baru,13.03,KAB. SIJUNJUNG,50058,2,3.99536537616365E-05,0
JAWA TIMUR,35,352319,Widang,35.23,KAB. TUBAN,50093,2,3.9925738127083626E-05,0
MALUKU,81,810501,Bula,81.05,KAB. SERAM BAGIAN TIMUR,25059,1,3.990582225946766E-05,0
NUSA TENGGARA TIMUR,53,530503,Alor Barat Daya,53.05,KAB. ALOR,25091,1,3.9854928061854845E-05,0
LAMPUNG,18,180609,Cukuh Balak,18.06,KAB. TANGGAMUS,25179,1,3.9715636045911274E-05,0
RIAU,14,140711,Simpang Kanan,14.07,KAB. ROKAN HILIR,25181,1,3.971248163297724E-05,0
JAMBI,15,150307,Air Hitam,15.03,KAB. SAROLANGUN,25202,1,3.9679390524561545E-05,0
SULAWESI SELATAN,73,732212,Tana Lili,73.22,KAB. LUWU UTARA,25231,1,3.963378383734295E-05,0
KALIMANTAN SELATAN,63,630106,Panyipatan,63.01,KAB. TANAH LAUT,25301,1,3.952412948104818E-05,0
ACEH,11,111102,Jeunieb,11.11,KAB. BIREUEN,25348,1,3.9450844248066906E-05,0
SUMATERA UTARA,12,120928,Silau Laut,12.09,KAB. ASAHAN,25349,1,3.9449287940352674E-05,0
SULAWESI SELATAN,73,730304,Tompo Bulu,73.03,KAB. BANTAENG,25356,1,3.9438397223536837E-05,0
SUMATERA SELATAN,16,160719,Air Kumbang,16.07,KAB. BANYUASIN,25387,1,3.939023909875133E-05,0
JAWA TIMUR,35,351405,Pasrepan,35.14,KAB. PASURUAN,50778,2,3.938713616132971E-05,0
JAMBI,15,150108,Keliling Danau,15.01,KAB. KERINCI,25483,1,3.924184750618059E-05,0
BANTEN,36,360134,Majasari,36.01,KAB. PANDEGLANG,51030,2,3.919263178522438E-05,0
ACEH,11,110611,Kuta Baro,11.06,KAB. ACEH BESAR,25587,1,3.90823465040841E-05,0
SULAWESI TENGAH,72,720314,Sojol,72.03,KAB. DONGGALA,25591,1,3.907623773983041E-05,0
SUMATERA SELATAN,16,160602,Lais,16.06,KAB. MUSI BANYUASIN,51221,2,3.904648484020226E-05,0
SUMATERA SELATAN,16,160128,Lengkiti,16.01,KAB. OGAN KOMERING ULU,25617,1,3.9036577272904714E-05,0
NUSA TENGGARA TIMUR,53,530804,Ende Selatan,53.08,KAB. ENDE,25627,1,3.902134467553752E-05,0
JAWA BARAT,32,320619,Jatiwaras,32.06,KAB. TASIKMALAYA,51303,2,3.898407500536031E-05,0
SUMATERA SELATAN,16,161016,Payaraman,16.10,KAB. OGAN ILIR,25731,1,3.8863627530993746E-05,0
KALIMANTAN SELATAN,63,630906,Murung Pudak,63.09,KAB. TABALONG,51473,2,3.885532220775941E-05,0
KALIMANTAN BARAT,61,610320,Meliau,61.03,KAB. SANGGAU,51539,2,3.880556471798056E-05,0
BENGKULU,17,170505,Semidang Alas Maras,17.05,KAB. SELUMA,25800,1,3.875968992248062E-05,0
JAMBI,15,150710,Geragai,15.07,KAB. TANJUNG JABUNG TIMUR,25830,1,3.8714672861014324E-05,0
ACEH,11,110310,Rantau Peureulak,11.03,KAB. ACEH TIMUR,25856,1,3.8675742574257426E-05,0
ACEH,11,111101,Samalanga,11.11,KAB. BIREUEN,25966,1,3.851190017715474E-05,0
SUMATERA SELATAN,16,160903,Banding Agung,16.09,KAB. OGAN KOMERING ULU SELATAN,25993,1,3.847189627976763E-05,0
JAWA BARAT,32,320440,Rancabali,32.04,KAB. BANDUNG,52078,2,3.840393256269442E-05,0
LAMPUNG,18,180712,Sekampung Udik,18.07,KAB. LAMPUNG TIMUR,78306,3,3.831124051796797E-05,0
KALIMANTAN BARAT,61,610117,Tangaran,61.01,KAB. SAMBAS,26222,1,3.813591640607124E-05,0
JAMBI,15,150702,Nipah Panjang,15.07,KAB. TANJUNG JABUNG TIMUR,26246,1,3.810104396860474E-05,0
JAWA TENGAH,33,332319,Wonoboyo,33.23,KAB. TEMANGGUNG,26294,1,3.803149007378109E-05,0
KALIMANTAN BARAT,61,610503,Sepauk,61.05,KAB. SINTANG,52592,2,3.8028597505324E-05,0
NUSA TENGGARA BARAT,52,520602,Bolo,52.06,KAB. BIMA,52702,2,3.7949223938370464E-05,0
SUMATERA BARAT,13,131011,Koto Besar,13.10,KAB. DHARMASRAYA,26387,1,3.789744950164854E-05,0
LAMPUNG,18,180715,Bandar Sribhawono,18.07,KAB. LAMPUNG TIMUR,52893,2,3.78121868678275E-05,0
JAWA TIMUR,35,351308,Krucil,35.13,KAB. PROBOLINGGO,53110,2,3.765769158350593E-05,0
SUMATERA SELATAN,16,160912,Buay Pematang Ribu Ranau Tengah,16.09,KAB. OGAN KOMERING ULU SELATAN,26580,1,3.762227238525207E-05,0
JAWA TIMUR,35,350109,Tegalombo,35.01,KAB. PACITAN,53249,2,3.755939078668144E-05,0
LAMPUNG,18,180525,Dente Teladas,18.05,KAB. TULANG BAWANG,53390,2,3.7460198539052254E-05,0
SUMATERA UTARA,12,120520,Sawit Seberang,12.05,KAB. LANGKAT,26727,1,3.7415347775657576E-05,0
JAWA TIMUR,35,350301,Panggul,35.03,KAB. TRENGGALEK,80392,3,3.7317145984675095E-05,0
ACEH,11,110312,Madat,11.03,KAB. ACEH TIMUR,26804,1,3.7307864497836144E-05,0
SULAWESI SELATAN,73,730207,Bulukumpa,73.02,KAB. BULUKUMBA,53622,2,3.729812390436761E-05,0
RIAU,14,140209,Lirik,14.02,KAB. INDRAGIRI HULU,26867,1,3.7220381881118104E-05,0
JAWA TIMUR,35,352609,Tanjung Bumi,35.26,KAB. BANGKALAN,53764,2,3.719961312402351E-05,0
MALUKU,81,810601,Kairatu,81.06,KAB. SERAM BAGIAN BARAT,26903,1,3.717057577221871E-05,0
KALIMANTAN BARAT,61,610215,Segedong,61.02,KAB. MEMPAWAH,26939,1,3.7120902780355616E-05,0
SULAWESI SELATAN,73,730410,Rumbia,73.04,KAB. JENEPONTO,26941,1,3.711814706209866E-05,0
SUMATERA UTARA,12,120502,Salapian,12.05,KAB. LANGKAT,26957,1,3.709611603665096E-05,0
JAWA TIMUR,35,352706,Kedungdung,35.27,KAB. SAMPANG,81283,3,3.690808656176568E-05,0
SULAWESI SELATAN,73,731105,Mallusetasi,73.11,KAB. BARRU,27100,1,3.690036900369004E-05,0
ACEH,11,110806,Muara Batu,11.08,KAB. ACEH UTARA,27108,1,3.688947912055482E-05,0
KALIMANTAN BARAT,61,611203,Sungai Ambawang,61.12,KAB. KUBU RAYA,81428,3,3.68423638060618E-05,0
KALIMANTAN SELATAN,63,630704,Labuan Amas Utara,63.07,KAB. HULU SUNGAI TENGAH,27155,1,3.6825630638924695E-05,0
RIAU,14,140612,Kabun,14.06,KAB. ROKAN HULU,27326,1,3.659518407377589E-05,0
KALIMANTAN BARAT,61,611002,Nanga Pinoh,61.10,KAB. MELAWI,54690,2,3.656975681111721E-05,0
NUSA TENGGARA TIMUR,53,531803,Wewewa Timur,53.18,KAB. SUMBA BARAT DAYA,27373,1,3.6532349395389616E-05,0
SUMATERA UTARA,12,120115,Badiri,12.01,KAB. TAPANULI TENGAH,27402,1,3.6493686592219546E-05,0
SUMATERA BARAT,13,131207,Ranah Batahan,13.12,KAB. PASAMAN BARAT,27425,1,3.646308113035551E-05,0
KALIMANTAN BARAT,61,610106,Sejangkung,61.01,KAB. SAMBAS,27476,1,3.6395399621487844E-05,0
KALIMANTAN BARAT,61,610904,Nanga Mahap,61.09,KAB. SEKADAU,27512,1,3.634777551613841E-05,0
KALIMANTAN SELATAN,63,630109,Batu Ampar,63.01,KAB. TANAH LAUT,27527,1,3.6327968903258616E-05,0
KEPULAUAN BANGKA BELITUNG,19,190505,Tempilang,19.05,KAB. BANGKA BARAT,27530,1,3.6324010170722845E-05,0
SULAWESI SELATAN,73,730814,Ulaweng,73.08,KAB. BONE,27574,1,3.626604772611881E-05,0
BANTEN,36,360124,Patia,36.01,KAB. PANDEGLANG,27617,1,3.620958105514719E-05,0
SULAWESI SELATAN,73,730812,Lappariaja,73.08,KAB. BONE,27647,1,3.617028972402069E-05,0
SULAWESI SELATAN,73,730826,Bengo,73.08,KAB. BONE,27801,1,3.5969929139239594E-05,0
SULAWESI BARAT,76,760407,Tapango,76.04,KAB. POLEWALI MANDAR,27872,1,3.587830080367394E-05,0
KEPULAUAN BANGKA BELITUNG,19,190602,Gantung,19.06,KAB. BELITUNG TIMUR,27984,1,3.57347055460263E-05,0
NUSA TENGGARA TIMUR,53,530110,Fatuleu,53.01,KAB. KUPANG,27999,1,3.571556127004536E-05,0
LAMPUNG,18,180814,Bumi Agung,18.08,KAB. WAY KANAN,28001,1,3.571301024963394E-05,0
JAWA TIMUR,35,352916,Batang Batang,35.29,KAB. SUMENEP,56008,2,3.5709184402228255E-05,0
SULAWESI TENGGARA,74,747208,Batupoaro,74.72,KOTA BAU BAU,28020,1,3.568879371877231E-05,0
SUMATERA SELATAN,16,160301,Tanjung Agung,16.03,KAB. MUARA ENIM,28030,1,3.567606136282554E-05,0
PAPUA,91,912804,Tigi Barat,91.28,KAB. DEIYAI,28069,1,3.562649185934661E-05,0
SUMATERA UTARA,12,120812,Hatonduhan,12.08,KAB. SIMALUNGUN,28095,1,3.559352197899982E-05,0
JAWA BARAT,32,321229,Pasekan,32.12,KAB. INDRAMAYU,28128,1,3.5551763367463024E-05,0
ACEH,11,111103,Peudada,11.11,KAB. BIREUEN,28241,1,3.5409510994653166E-05,0
NUSA TENGGARA BARAT,52,520207,Janapria,52.02,KAB. LOMBOK TENGAH,85004,3,3.529245682556115E-05,0
SULAWESI SELATAN,73,730205,Herlang,73.02,KAB. BULUKUMBA,28354,1,3.5268392466671367E-05,0
SUMATERA BARAT,13,130704,Luak,13.07,KAB. LIMA PULUH KOTA,28373,1,3.524477496211187E-05,0
JAWA BARAT,32,320330,Leles,32.03,KAB. CIANJUR,28388,1,3.5226151895166974E-05,0
SUMATERA SELATAN,16,160121,Semidang Aji,16.01,KAB. OGAN KOMERING ULU,28510,1,3.50754121360926E-05,0
SULAWESI SELATAN,73,731604,Anggeraja,73.16,KAB. ENREKANG,28512,1,3.507295173961841E-05,0
JAWA TIMUR,35,350303,Pule,35.03,KAB. TRENGGALEK,57057,2,3.5052666631614E-05,0
KALIMANTAN BARAT,61,610903,Nanga Taman,61.09,KAB. SEKADAU,28602,1,3.496259002866932E-05,0
SULAWESI TENGGARA,74,740701,Wangi-Wangi,74.07,KAB. WAKATOBI,28638,1,3.491863956980236E-05,0
NUSA TENGGARA BARAT,52,520301,Keruak,52.03,KAB. LOMBOK TIMUR,57317,2,3.489366156637647E-05,0
JAWA TIMUR,35,352618,Galis,35.26,KAB. BANGKALAN,86162,3,3.481813328381421E-05,0
KALIMANTAN TIMUR,64,640105,Kuaro,64.01,KAB. PASER,28857,1,3.4653636899192574E-05,0
KALIMANTAN SELATAN,63,630703,Labuan Amas Selatan,63.07,KAB. HULU SUNGAI TENGAH,28872,1,3.463563313937379E-05,0
JAWA BARAT,32,320638,Pagerageung,32.06,KAB. TASIKMALAYA,57855,2,3.456918157462622E-05,0
PAPUA,91,910909,Kuala Kencana,91.09,KAB. MIMIKA,28983,1,3.4502984508159955E-05,0
JAWA BARAT,32,320242,Curugkembar,32.02,KAB. SUKABUMI,29044,1,3.443051921222972E-05,0
ACEH,11,111110,Jangka,11.11,KAB. BIREUEN,29083,1,3.438434824467902E-05,0
SUMATERA SELATAN,16,160715,Tungkal Ilir,16.07,KAB. BANYUASIN,29138,1,3.4319445397762374E-05,0
SULAWESI SELATAN,73,730807,Mare,73.08,KAB. BONE,29199,1,3.424774821055516E-05,0
