nama_provinsi,kode_provinsi,kode_kecamatan,nama_kecamatan,kode_kabupatenkota,nama_kabupatenkota,jumlah_penduduk,total,density,level_kerawanan
JAWA TIMUR,35,357305,Lowokwaru,35.73,KOTA MALANG,165695,231,0.0013941277648691873,2
KALIMANTAN BARAT,61,610607,Jongkong,61.06,KAB. KAPUAS HULU,10786,15,0.001390691637307621,2
DAERAH ISTIMEWA YOGYAKARTA,34,340216,Kasihan,34.02,KAB. BANTUL,103527,143,0.0013812821775961827,2
BANTEN,36,367110,Neglasari,36.71,KOTA TANGERANG,115162,159,0.0013806637606154808,2
BANTEN,36,367112,Karang Tengah,36.71,KOTA TANGERANG,108405,149,0.0013744753470780868,2
DAERAH ISTIMEWA YOGYAKARTA,34,347113,Umbulharjo,34.71,KOTA YOGYAKARTA,69887,96,0.001373646028589008,2
DKI JAKARTA,31,317201,Penjaringan,31.72,KOTA ADM. JAKARTA UTARA,315254,431,0.0013671515666732223,2
JAWA TENGAH,33,337403,Semarang Timur,33.74,KOTA SEMARANG,72433,99,0.0013667803349302113,2
DAERAH ISTIMEWA YOGYAKARTA,34,347106,Ngampilan,34.71,KOTA YOGYAKARTA,18550,25,0.0013477088948787063,2
JAWA TIMUR,35,357825,Gunung Anyar,35.78,KOTA SURABAYA,58090,78,0.0013427440179032536,2
DAERAH ISTIMEWA YOGYAKARTA,34,340417,Cangkringan,34.04,KAB. SLEMAN,31309,42,0.00134146730971925,2
RIAU,14,147107,Bukit Raya,14.71,KOTA PEKANBARU,94046,126,0.0013397698998362504,2
JAWA TENGAH,33,337408,Candisari,33.74,KOTA SEMARANG,79385,106,0.0013352648485230208,2
GORONTALO,75,750406,Patilanggio,75.04,KAB. PAHUWATO,9747,13,0.001333743716015184,2
JAWA TENGAH,33,337410,Tembalang,33.74,KOTA SEMARANG,180500,240,0.001329639889196676,2
SUMATERA UTARA,12,127121,Medan Selayang,12.71,KOTA MEDAN,108372,144,0.0013287565053703909,2
JAWA BARAT,32,320104,Sukaraja,32.01,KAB. BOGOR,174442,231,0.0013242223776384128,2
KALIMANTAN TENGAH,62,620304,Kapuas Kuala,62.03,KAB. KAPUAS,22660,30,0.001323918799646955,2
JAWA BARAT,32,327315,Bandung Kulon,32.73,KOTA BANDUNG,132811,175,0.0013176619406525061,2
SUMATERA SELATAN,16,167302,Lubuk Linggau Barat I,16.73,KOTA LUBUK LINGGAU,36562,48,0.0013128384661670587,2
SUMATERA SELATAN,16,167109,Kemuning,16.71,KOTA PALEMBANG,81050,106,0.0013078346699568167,2
PAPUA,91,917104,Muara Tami,91.71,KOTA JAYAPURA,18598,24,0.0012904613399290247,2
JAWA TIMUR,35,357820,Wiyung,35.78,KOTA SURABAYA,71337,92,0.0012896533355762087,2
GORONTALO,75,750401,Popayato,75.04,KAB. PAHUWATO,10092,13,0.001288149028933809,2
SUMATERA SELATAN,16,167114,Plaju,16.71,KOTA PALEMBANG,91700,118,0.00128680479825518,2
SULAWESI SELATAN,73,737202,Ujung,73.72,KOTA PARE PARE,34244,44,0.001284896624226142,2
JAWA TIMUR,35,352510,Manyar,35.25,KAB. GRESIK,113836,146,0.0012825468217435609,2
DAERAH ISTIMEWA YOGYAKARTA,34,340202,Sanden,34.02,KAB. BANTUL,31972,41,0.0012823720755661204,2
DAERAH ISTIMEWA YOGYAKARTA,34,340402,Godean,34.04,KAB. SLEMAN,69949,89,0.001272355573346295,2
KALIMANTAN UTARA,65,650204,Kayan Hilir,65.02,KAB. MALINAU,1573,2,0.0012714558169103624,2
JAWA TENGAH,33,331815,Wedarijaksa,33.18,KAB. PATI,63888,81,0.0012678437265214125,2
KALIMANTAN TENGAH,62,621304,Awang,62.13,KAB. BARITO TIMUR,6332,8,0.0012634238787113076,2
JAWA TENGAH,33,332902,Bantarkawung,33.29,KAB. BREBES,99240,125,0.0012595727529222088,2
BANTEN,36,367402,Serpong Utara,36.74,KOTA TANGERANG SELATAN,127085,160,0.001258999881968761,2
SULAWESI SELATAN,73,737113,Rappocini,73.71,KOTA MAKASSAR,153026,191,0.0012481539084861395,2
BANTEN,36,360317,Curug,36.03,KAB. TANGERANG,152411,190,0.0012466291803085079,2
JAWA TIMUR,35,357802,Wonocolo,35.78,KOTA SURABAYA,79065,98,0.0012394864984506418,2
JAWA BARAT,32,327306,Cicendo,32.73,KOTA BANDUNG,96008,119,0.0012394800433297225,2
JAWA TIMUR,35,357401,Kademangan,35.74,KOTA PROBOLINGGO,43647,54,0.001237198432881985,2
SULAWESI SELATAN,73,731001,Liukang Tangaya,73.10,KAB. PANGKAJENE KEPULAUAN,19468,24,0.0012327922745017466,2
JAWA BARAT,32,320124,Ciawi,32.01,KAB. BOGOR,101562,125,0.0012307752899706583,2
PAPUA,91,910302,Sentani Timur,91.03,KAB. JAYAPURA,9804,12,0.0012239902080783353,2
JAWA BARAT,32,327509,Jatiasih,32.75,KOTA BEKASI,225680,276,0.0012229705778092875,2
JAWA BARAT,32,327313,Lengkong,32.73,KOTA BANDUNG,71295,87,0.0012202819272038713,2
DAERAH ISTIMEWA YOGYAKARTA,34,340201,Srandakan,34.02,KAB. BANTUL,31218,38,0.0012172464603754244,2
DAERAH ISTIMEWA YOGYAKARTA,34,340405,Seyegan,34.04,KAB. SLEMAN,50965,62,0.0012165211419601688,2
SULAWESI SELATAN,73,737102,Mamajang,73.71,KOTA MAKASSAR,60070,73,0.0012152488763109706,2
PAPUA,91,911102,Arso,91.11,KAB. KEEROM,15651,19,0.0012139799373841926,2
SULAWESI SELATAN,73,737110,Tamalate,73.71,KOTA MAKASSAR,188015,228,0.0012126692019253783,2
JAWA TENGAH,33,331211,Selogiri,33.12,KAB. WONOGIRI,47885,58,0.0012112352511224808,2
JAWA TIMUR,35,357811,Simokerto,35.78,KOTA SURABAYA,93514,113,0.0012083752165451163,2
JAWA TENGAH,33,337404,Gayamsari,33.74,KOTA SEMARANG,73716,89,0.0012073362634977482,2
JAWA TIMUR,35,357813,Bubutan,35.78,KOTA SURABAYA,99675,120,0.0012039127163280662,2
JAWA BARAT,32,321601,Tarumajaya,32.16,KAB. BEKASI,100238,120,0.0011971507811408847,2
JAWA TENGAH,33,331312,Colomadu,33.13,KAB. KARANGANYAR,66873,80,0.0011962974593632708,2
JAWA BARAT,32,320101,Cibinong,32.01,KAB. BOGOR,321264,384,0.0011952786493351262,2
SUMATERA SELATAN,16,167111,Bukit Kecil,16.71,KOTA PALEMBANG,38502,46,0.0011947431302270011,2
JAMBI,15,157101,Telanaipura,15.71,KOTA JAMBI,50318,60,0.0011924162327596485,2
JAWA TIMUR,35,357818,Lakarsantri,35.78,KOTA SURABAYA,59638,71,0.0011905161138871189,2
BALI,51,510809,Tejakula,51.08,KAB. BULELENG,78395,93,0.001186300146693029,2
JAWA BARAT,32,327309,Bandung Wetan,32.73,KOTA BANDUNG,28917,34,0.0011757789535567313,2
SULAWESI SELATAN,73,731714,Belopa Utara,73.17,KAB. LUWU,17894,21,0.001173577735553817,2
DAERAH ISTIMEWA YOGYAKARTA,34,340416,Pakem,34.04,KAB. SLEMAN,37588,44,0.0011705863573480899,2
JAWA BARAT,32,327301,Sukasari,32.73,KOTA BANDUNG,76942,90,0.0011697122507863065,2
JAWA BARAT,32,320112,Kemang,32.01,KAB. BOGOR,94209,110,0.0011676166820579774,2
JAWA BARAT,32,327601,Pancoran Mas,32.76,KOTA DEPOK,232418,271,0.0011660026331867584,2
JAWA TIMUR,35,357902,Bumiaji,35.79,KOTA BATU,61763,72,0.0011657464825218981,2
JAWA TENGAH,33,337406,Pedurungan,33.74,KOTA SEMARANG,192424,224,0.0011640959547665572,2
SUMATERA BARAT,13,137102,Padang Timur,13.71,KOTA PADANG,80848,94,0.001162675638234712,2
JAWA TENGAH,33,331026,Klaten Selatan,33.10,KAB. KLATEN,45687,53,0.0011600674152384704,2
JAWA TIMUR,35,350722,Dau,35.07,KAB. MALANG,63430,73,0.0011508749802932366,2
KALIMANTAN TENGAH,62,621303,Patangkep Tutui,62.13,KAB. BARITO TIMUR,6954,8,0.0011504170261719873,2
JAWA TENGAH,33,337413,Semarang Barat,33.74,KOTA SEMARANG,157348,181,0.001150316495919872,2
DAERAH ISTIMEWA YOGYAKARTA,34,340408,Berbah,34.04,KAB. SLEMAN,54789,63,0.0011498658489842851,2
SUMATERA SELATAN,16,167104,Ilir Barat I,16.71,KOTA PALEMBANG,138488,159,0.001148113916007163,2
SULAWESI TENGGARA,74,747101,Mandonga,74.71,KOTA KENDARI,38376,44,0.001146549927037732,2
DKI JAKARTA,31,317304,Tambora,31.73,KOTA ADM. JAKARTA BARAT,275086,315,0.0011450964425670518,2
SUMATERA SELATAN,16,167402,Prabumulih Timur,16.74,KOTA PRABUMULIH,77938,89,0.0011419333316225718,2
SULAWESI SELATAN,73,731407,Maritengngae,73.14,KAB. SIDENRENG RAPPANG,53459,61,0.0011410613741371892,2
DAERAH ISTIMEWA YOGYAKARTA,34,340203,Kretek,34.02,KAB. BANTUL,30863,35,0.0011340440009072353,2
JAWA BARAT,32,320137,Tajurhalang,32.01,KAB. BOGOR,104108,118,0.0011334383524801168,2
RIAU,14,147109,Marpoyan Damai,14.71,KOTA PEKANBARU,130672,148,0.0011326068323741889,2
JAWA TIMUR,35,352513,Menganti,35.25,KAB. GRESIK,122833,139,0.0011316177248784935,2
JAWA BARAT,32,327322,Buahbatu,32.73,KOTA BANDUNG,101022,114,0.001128467066579557,2
JAWA TIMUR,35,357807,Genteng,35.78,KOTA SURABAYA,58649,66,0.0011253388804583198,2
KALIMANTAN UTARA,65,650301,Sebatik,65.03,KAB. NUNUKAN,6223,7,0.0011248593925759281,2
JAWA TIMUR,35,350614,Papar,35.06,KAB. KEDIRI,55233,62,0.0011225173356507884,2
JAWA BARAT,32,321611,Cikarang Timur,32.16,KAB. BEKASI,97186,109,0.0011215607186220238,2
JAWA BARAT,32,327604,Limo,32.76,KOTA DEPOK,90976,102,0.0011211748153359127,2
JAWA BARAT,32,327328,Panyileukan,32.73,KOTA BANDUNG,39277,44,0.0011202484914835653,2
NUSA TENGGARA TIMUR,53,532101,Malaka Tengah,53.21,KAB. MALAKA,40203,45,0.0011193194537721066,2
JAWA BARAT,32,327308,Cidadap,32.73,KOTA BANDUNG,53622,60,0.0011189437171310282,2
JAWA BARAT,32,320114,Leuwiliang,32.01,KAB. BOGOR,111743,125,0.0011186383039653491,2
PAPUA,91,917102,Jayapura Selatan,91.71,KOTA JAYAPURA,105706,118,0.0011163037102908066,2
DAERAH ISTIMEWA YOGYAKARTA,34,340215,Sewon,34.02,KAB. BANTUL,99807,111,0.001112146442634284,2
RIAU,14,147111,Payung Sekaki,14.71,KOTA PEKANBARU,95337,106,0.0011118453486054732,2
JAWA TIMUR,35,350714,Bululawang,35.07,KAB. MALANG,67741,75,0.0011071581464696418,2
DAERAH ISTIMEWA YOGYAKARTA,34,347105,Gedongtengen,34.71,KOTA YOGYAKARTA,19891,22,0.0011060278517922679,2
JAWA BARAT,32,327512,Pondokmelati,32.75,KOTA BEKASI,127202,140,0.001100611625603371,2
KALIMANTAN TENGAH,62,620908,Batang Kawa,62.09,KAB. LAMANDAU,2727,3,0.0011001100110011,2
JAWA TENGAH,33,331001,Prambanan,33.10,KAB. KLATEN,52824,58,0.0010979857640466455,2
SUMATERA UTARA,12,120816,Girsang Sipangan Bolon,12.08,KAB. SIMALUNGUN,18223,20,0.00109751413049443,2
BALI,51,510806,Buleleng,51.08,KAB. BULELENG,154070,169,0.0010969040046732005,2
SUMATERA SELATAN,16,160307,Lawang Kidul,16.03,KAB. MUARA ENIM,70215,77,0.0010966317738374991,2
SULAWESI TENGGARA,74,747107,Wua-Wua,74.71,KOTA KENDARI,31959,35,0.001095153164992647,2
SULAWESI SELATAN,73,730701,Sinjai Barat,73.07,KAB. SINJAI,25694,28,0.0010897485794348874,2
GORONTALO,75,750410,Duhiadaa,75.04,KAB. PAHUWATO,12860,14,0.001088646967340591,2
SUMATERA UTARA,12,127102,Medan Sunggal,12.71,KOTA MEDAN,133311,145,0.0010876821867662834,2
BANTEN,36,367104,Benda,36.71,KOTA TANGERANG,78294,85,0.001085651518634889,2
JAWA TIMUR,35,350624,Kayen Kidul,35.06,KAB. KEDIRI,48922,53,0.0010833571808184458,2
DAERAH ISTIMEWA YOGYAKARTA,34,340213,Pleret,34.02,KAB. BANTUL,48170,52,0.0010795100685073698,2
MALUKU UTARA,82,820403,Gane Timur,82.04,KAB. HALMAHERA SELATAN,9267,10,0.0010790978741771879,2
SULAWESI TENGAH,72,727102,Palu Barat,72.71,KOTA PALU,51047,55,0.0010774384390855485,2
DAERAH ISTIMEWA YOGYAKARTA,34,347107,Wirobrajan,34.71,KOTA YOGYAKARTA,27868,30,0.001076503516578154,2
BANTEN,36,367108,Periuk,36.71,KOTA TANGERANG,134741,145,0.001076138666033353,2
JAWA TIMUR,35,350726,Pujon,35.07,KAB. MALANG,65051,70,0.0010760787689658882,2
JAWA TENGAH,33,331024,Klaten Utara,33.10,KAB. KLATEN,49265,53,0.0010758144727494165,2
DAERAH ISTIMEWA YOGYAKARTA,34,340409,Prambanan,34.04,KAB. SLEMAN,53948,58,0.0010751093645732929,2
JAWA BARAT,32,327318,Cibeunying Kaler,32.73,KOTA BANDUNG,69783,75,0.0010747603284467565,2
SUMATERA BARAT,13,137402,Padang Panjang Barat,13.74,KOTA PADANG PANJANG,33581,36,0.0010720347815729133,2
PAPUA,91,910901,Mimika Baru,91.09,KAB. MIMIKA,150273,161,0.0010713834155170923,2
SULAWESI SELATAN,73,730608,Somba Upu,73.06,KAB. GOWA,154500,165,0.0010679611650485437,2
GORONTALO,75,757105,Kota Timur,75.71,KOTA GORONTALO,27165,29,0.001067550156451316,2
JAWA TIMUR,35,357806,Sawahan,35.78,KOTA SURABAYA,202611,216,0.0010660822956305434,2
KALIMANTAN TIMUR,64,640804,Sangatta Utara,64.08,KAB. KUTAI TIMUR,123145,131,0.0010637865930407243,2
JAWA TIMUR,35,357816,Semampir,35.78,KOTA SURABAYA,182173,193,0.0010594325174422116,2
SULAWESI SELATAN,73,737111,Biringkanaya,73.71,KOTA MAKASSAR,209510,221,0.001054842250966541,2
GORONTALO,75,750302,Kabila,75.03,KAB. BONE BOLANGO,23714,25,0.0010542295690309522,2
KALIMANTAN TENGAH,62,621205,Sumber Barito,62.12,KAB. MURUNG RAYA,6643,7,0.001053740779768177,2
BANTEN,36,360305,Cisoka,36.03,KAB. TANGERANG,79765,84,0.0010530934620447566,2
JAWA TIMUR,35,357903,Junrejo,35.79,KOTA BATU,53284,56,0.0010509721492380452,2
JAWA BARAT,32,327312,Batununggal,32.73,KOTA BANDUNG,120900,127,0.0010504549214226634,2
JAWA BARAT,32,320102,Gunung Putri,32.01,KAB. BOGOR,258984,272,0.001050257930991876,2
DKI JAKARTA,31,317301,Cengkareng,31.73,KOTA ADM. JAKARTA BARAT,564826,593,0.0010498808482612345,2
JAWA BARAT,32,320126,Megamendung,32.01,KAB. BOGOR,97528,102,0.001045853498482487,2
DAERAH ISTIMEWA YOGYAKARTA,34,340404,Minggir,34.04,KAB. SLEMAN,32585,34,0.0010434248887524935,2
JAWA BARAT,32,327330,Mandalajati,32.73,KOTA BANDUNG,70958,74,0.0010428704303954452,2
PAPUA,91,910512,Windesi,91.05,KAB. KEPULAUAN YAPEN,2890,3,0.0010380622837370243,2
RIAU,14,147101,Sukajadi,14.71,KOTA PEKANBARU,47320,49,0.0010355029585798817,2
JAWA BARAT,32,320129,Ciomas,32.01,KAB. BOGOR,145854,151,0.0010352818571996655,2
SULAWESI SELATAN,73,737105,Wajo,73.71,KOTA MAKASSAR,31876,33,0.0010352616388505458,2
GORONTALO,75,750301,Tapa,75.03,KAB. BONE BOLANGO,7742,8,0.0010333247222939809,2
KEPULAUAN RIAU,21,217101,Belakang Padang,21.71,KOTA BATAM,20372,21,0.0010308266247791085,2
DAERAH ISTIMEWA YOGYAKARTA,34,340204,Pundong,34.02,KAB. BANTUL,35908,37,0.0010304110504622925,2
JAWA TENGAH,33,337402,Semarang Utara,33.74,KOTA SEMARANG,130434,134,0.0010273394973703176,2
JAWA TENGAH,33,337201,Laweyan,33.72,KOTA SURAKARTA,102524,105,0.0010241504428231438,2
JAWA TENGAH,33,331213,Ngadirojo,33.12,KAB. WONOGIRI,62586,64,0.0010225929121528777,2
JAWA TIMUR,35,351518,Waru,35.15,KAB. SIDOARJO,191745,196,0.0010221909306631202,2
BALI,51,510403,Gianyar,51.04,KAB. GIANYAR,100462,102,0.0010153092711672074,2
PAPUA,91,910801,Paniai Timur,91.08,KAB. PANIAI,22656,23,0.001015183615819209,2
JAWA TIMUR,35,357810,Tambaksari,35.78,KOTA SURABAYA,224716,228,0.001014614001673223,2
JAWA BARAT,32,327608,Cilodong,32.76,KOTA DEPOK,150309,152,0.0010112501580078373,2
DKI JAKARTA,31,317306,Kalideres,31.73,KOTA ADM. JAKARTA BARAT,438777,443,0.0010096244789494437,2
DAERAH ISTIMEWA YOGYAKARTA,34,340209,Jetis,34.02,KAB. BANTUL,58549,59,0.0010077029496660917,2
ACEH,11,110908,Alapan,11.09,KAB. SIMEULUE,4968,5,0.001006441223832528,2
LAMPUNG,18,180306,Abung Barat,18.03,KAB. LAMPUNG UTARA,19936,20,0.0010032102728731941,2
KALIMANTAN TIMUR,64,647403,Bontang Barat,64.74,KOTA BONTANG,29929,30,0.0010023722810651877,2
JAWA BARAT,32,327326,Ujungberung,32.73,KOTA BANDUNG,86225,86,0.0009973905479849232,2
SUMATERA SELATAN,16,160412,Pajar Bulan,16.04,KAB. LAHAT,13054,13,0.0009958633369082273,2
JAWA TIMUR,35,357829,Bulak,35.78,KOTA SURABAYA,44233,44,0.0009947324395813081,2
BALI,51,517102,Denpasar Timur,51.71,KOTA DENPASAR,118983,118,0.0009917383155576846,2
BANTEN,36,367102,Jatiuwung,36.71,KOTA TANGERANG,104419,103,0.0009864105191583908,2
ACEH,11,117101,Baiturrahman,11.71,KOTA BANDA ACEH,32548,32,0.0009831633280078652,2
BANTEN,36,367202,Cilegon,36.72,KOTA CILEGON,45780,45,0.000982961992136304,2
JAWA TENGAH,33,331301,Jatipuro,33.13,KAB. KARANGANYAR,35633,35,0.0009822355681531165,2
SUMATERA BARAT,13,130404,Lima Kaum,13.04,KAB. TANAH DATAR,38710,38,0.0009816584861792818,2
SULAWESI SELATAN,73,737112,Manggala,73.71,KOTA MAKASSAR,151989,149,0.0009803341031258842,2
KEPULAUAN BANGKA BELITUNG,19,197103,Pangkal Balam,19.71,KOTA PANGKAL PINANG,22567,22,0.0009748748172109718,2
RIAU,14,147104,Lima Puluh,14.71,KOTA PEKANBARU,43193,42,0.0009723797837612576,2
JAWA BARAT,32,327310,Astana Anyar,32.73,KOTA BANDUNG,74078,72,0.0009719484867302033,2
SUMATERA SELATAN,16,167108,Sako,16.71,KOTA PALEMBANG,104004,101,0.0009711164955194031,2
SUMATERA SELATAN,16,167105,Ilir Timur I,16.71,KOTA PALEMBANG,67144,65,0.0009680686286190873,2
JAWA TIMUR,35,351513,Taman,35.15,KAB. SIDOARJO,197538,191,0.0009669025706446354,2
BALI,51,510503,Klungkung,51.05,KAB. KLUNGKUNG,64729,62,0.0009578396082127021,2
JAWA TENGAH,33,331902,Kota Kudus,33.19,KAB. KUDUS,92931,89,0.0009576997987754356,2
BANTEN,36,360312,Pasar Kemis,36.03,KAB. TANGERANG,233810,223,0.0009537658782772337,2
SULAWESI TENGGARA,74,747104,Poasia,74.71,KOTA KENDARI,37817,36,0.0009519528254488722,2
JAWA TIMUR,35,352016,Ngariboyo,35.20,KAB. MAGETAN,40230,38,0.0009445687298036291,2
JAWA TIMUR,35,352422,Lamongan,35.24,KAB. LAMONGAN,70142,66,0.0009409483618944427,2
PAPUA,91,910604,Numfor Barat,91.06,KAB. BIAK NUMFOR,2131,2,0.0009385265133740028,2
KALIMANTAN TIMUR,64,640213,Samboja,64.02,KAB. KUTAI KARTANEGARA,62932,59,0.0009375198627089556,2
JAWA BARAT,32,321615,Sukatani,32.16,KAB. BEKASI,81153,76,0.0009365026554779244,2
BALI,51,510601,Susut,51.06,KAB. BANGLI,50194,47,0.0009363668964418058,2
DAERAH ISTIMEWA YOGYAKARTA,34,340310,Ponjong,34.03,KAB. GUNUNGKIDUL,56611,53,0.0009362138100369186,2
KALIMANTAN SELATAN,63,630416,Wanaraya,63.04,KAB. BARITO KUALA,14958,14,0.0009359540045460623,2
BALI,51,510302,Mengwi,51.03,KAB. BADUNG,124365,116,0.0009327383106179392,2
SULAWESI SELATAN,73,737203,Soreang,73.72,KOTA PARE PARE,47399,44,0.0009282896263634254,2
JAWA BARAT,32,321503,Telukjambe Timur,32.15,KAB. KARAWANG,133176,123,0.0009235898360064876,2
JAWA TENGAH,33,330709,Wonosobo,33.07,KAB. WONOSOBO,92113,85,0.0009227796293682759,2
JAWA BARAT,32,327327,Gedebage,32.73,KOTA BANDUNG,40121,37,0.0009222103138007528,2
BANTEN,36,367407,Setu,36.74,KOTA TANGERANG SELATAN,79432,73,0.0009190250780541847,2
JAWA TENGAH,33,331023,Kalikotes,33.10,KAB. KLATEN,38116,35,0.0009182495539930737,2
JAWA TIMUR,35,350417,Bandung,35.04,KAB. TULUNGAGUNG,49147,45,0.0009156204854823285,2
JAWA TENGAH,33,330519,Gombong,33.05,KAB. KEBUMEN,51337,47,0.0009155190213686036,2
JAWA BARAT,32,320127,Caringin,32.01,KAB. BOGOR,116024,106,0.0009136040819140868,2
JAWA BARAT,32,320125,Cisarua,32.01,KAB. BOGOR,115075,105,0.0009124484032152943,2
SUMATERA UTARA,12,120201,Tarutung,12.02,KAB. TAPANULI UTARA,42882,39,0.000909472505946551,2
JAWA TIMUR,35,350217,Ponorogo,35.02,KAB. PONOROGO,78153,71,0.0009084744027740458,2
KALIMANTAN TENGAH,62,621207,Tanah Siang Selatan,62.12,KAB. MURUNG RAYA,5537,5,0.0009030160736861117,2
JAWA TIMUR,35,350725,Lawang,35.07,KAB. MALANG,106483,96,0.0009015523604706854,2
KALIMANTAN TIMUR,64,640812,Sangatta Selatan,64.08,KAB. KUTAI TIMUR,31098,28,0.0009003794456235128,2
SUMATERA UTARA,12,127119,Medan Petisah,12.71,KOTA MEDAN,76771,69,0.0008987768818955075,2
DAERAH ISTIMEWA YOGYAKARTA,34,340210,Imogiri,34.02,KAB. BANTUL,63542,57,0.0008970444745207894,2
JAWA BARAT,32,321610,Karang Bahagia,32.16,KAB. BEKASI,107258,96,0.0008950381323537638,2
KALIMANTAN TIMUR,64,647106,Balikpapan Kota,64.71,KOTA BALIKPAPAN,85078,76,0.000893297914854604,2
JAWA BARAT,32,327325,Cibiru,32.73,KOTA BANDUNG,72791,65,0.0008929675371955325,2
SUMATERA UTARA,12,121205,Pintu Pohan Meranti,12.12,KAB. TOBA SAMOSIR,7848,7,0.000891946992864424,2
JAWA TIMUR,35,350505,Bakung,35.05,KAB. BLITAR,28035,25,0.0008917424647761727,2
KALIMANTAN SELATAN,63,631005,Kusan Hulu,63.10,KAB. TANAH BUMBU,20192,18,0.0008914421553090333,2
KALIMANTAN TENGAH,62,620602,Katingan Hilir,62.06,KAB. KATINGAN,38279,34,0.0008882154706235795,2
SUMATERA BARAT,13,137105,Bungus Teluk Kabung,13.71,KOTA PADANG,27067,24,0.0008866885875789707,2
JAMBI,15,150901,Tebo Tengah,15.09,KAB. TEBO,38384,34,0.000885785744060025,2
JAWA BARAT,32,320106,Jonggol,32.01,KAB. BOGOR,124192,110,0.0008857253285235764,2
DAERAH ISTIMEWA YOGYAKARTA,34,340217,Sedayu,34.02,KAB. BANTUL,47646,42,0.0008815010703941569,2
KALIMANTAN TIMUR,64,640706,Melak,64.07,KAB. KUTAI BARAT,14751,13,0.0008812961833096062,2
JAWA BARAT,32,327201,Gunungpuyuh,32.72,KOTA SUKABUMI,49165,43,0.0008746059188447066,2
MALUKU UTARA,82,820701,Morotai Selatan,82.07,KAB. PULAU MOROTAI,28722,25,0.0008704129238910939,2
JAWA TIMUR,35,357601,Prajuritkulon,35.76,KOTA MOJOKERTO,41660,36,0.0008641382621219395,2
JAWA TIMUR,35,357817,Kenjeran,35.78,KOTA SURABAYA,168977,146,0.0008640229143611261,2
KALIMANTAN TIMUR,64,640802,Muara Wahau,64.08,KAB. KUTAI TIMUR,30097,26,0.0008638734757617038,2
JAWA BARAT,32,320211,Cibadak,32.02,KAB. SUKABUMI,118284,102,0.0008623313381353353,2
KALIMANTAN SELATAN,63,630414,Barambai,63.04,KAB. BARITO KUALA,16247,14,0.0008616975441619991,2
BANTEN,36,360318,Cikupa,36.03,KAB. TANGERANG,189643,163,0.0008595097103505007,2
SUMATERA UTARA,12,127605,Tebing Tinggi Kota,12.76,KOTA TEBING TINGGI,25653,22,0.0008575995010330176,2
SUMATERA SELATAN,16,167102,Seberang Ulu I,16.71,KOTA PALEMBANG,89871,77,0.0008567836120661837,2
JAWA BARAT,32,320110,Parung,32.01,KAB. BOGOR,107400,92,0.000856610800744879,2
SULAWESI UTARA,71,710510,Amurang,71.05,KAB. MINAHASA SELATAN,18685,16,0.0008563018464008563,2
JAWA BARAT,32,321612,Kedung Waringin,32.16,KAB. BEKASI,65421,56,0.0008559942526100182,2
JAWA TIMUR,35,357302,Klojen,35.73,KOTA MALANG,101852,87,0.0008541805757373444,2
JAMBI,15,150211,Nalo Tatan,15.02,KAB. MERANGIN,16393,14,0.0008540230586225828,2
SULAWESI SELATAN,73,730607,Palangga,73.06,KAB. GOWA,123040,105,0.0008533810143042913,2
KEPULAUAN RIAU,21,210109,Tambelan,21.01,KAB. BINTAN,4688,4,0.0008532423208191126,2
JAWA BARAT,32,327323,Rancasari,32.73,KOTA BANDUNG,83428,71,0.0008510332262549743,2
NUSA TENGGARA BARAT,52,520805,Pemenang,52.08,KAB. LOMBOK UTARA,38778,33,0.0008509979885502089,2
JAWA TENGAH,33,337205,Banjarsari,33.72,KOTA SURAKARTA,183451,156,0.0008503633122741223,2
SUMATERA SELATAN,16,167103,Seberang Ulu II,16.71,KOTA PALEMBANG,98846,84,0.0008498067701272686,2
BALI,51,510405,Ubud,51.04,KAB. GIANYAR,71849,61,0.0008490027696975602,2
JAWA BARAT,32,327307,Sukajadi,32.73,KOTA BANDUNG,101315,86,0.000848837783151557,2
NUSA TENGGARA BARAT,52,527106,Sandubaya,52.71,KOTA MATARAM,66114,56,0.0008470218108116284,2
JAWA TIMUR,35,351111,Bondowoso,35.11,KAB. BONDOWOSO,79134,67,0.0008466651502514722,2
DAERAH ISTIMEWA YOGYAKARTA,34,340414,Tempel,34.04,KAB. SLEMAN,54345,46,0.0008464440150887846,2
JAMBI,15,157207,Koto Baru,15.72,KOTA SUNGAI PENUH,9465,8,0.0008452192287374538,2
JAWA TIMUR,35,357301,Blimbing,35.73,KOTA MALANG,189303,160,0.0008452058340332694,2
RIAU,14,147110,Tenayan Raya,14.71,KOTA PEKANBARU,138465,117,0.0008449788755281118,2
JAWA TIMUR,35,351508,Sidoarjo,35.15,KAB. SIDOARJO,190588,161,0.0008447541293260856,2
RIAU,14,147105,Senapelan,14.71,KOTA PEKANBARU,37953,32,0.0008431481042341844,2
JAWA TIMUR,35,350724,Singosari,35.07,KAB. MALANG,170221,143,0.0008400843609190406,2
JAWA BARAT,32,327329,Cinambo,32.73,KOTA BANDUNG,25101,21,0.0008366200549778894,2
PAPUA,91,910106,Tanah Miring,91.01,KAB. MERAUKE,20326,17,0.0008363672144051953,2
KALIMANTAN SELATAN,63,637203,Cempaka,63.72,KOTA BANJARBARU,32706,27,0.000825536598789213,2
JAWA TENGAH,33,331212,Wonogiri,33.12,KAB. WONOGIRI,88446,73,0.0008253623679985528,2
