nama_provinsi,kode_provinsi,nama_kabupatenkota,kode_kabupatenkota,nama_kecamatan,kode_kecamatan,jumlah_penduduk,total,density,level_kerawanan
JAWA BARAT,32,KOTA BANDUNG,32.73,Rancasari,327323,83428,71,0.0008510332262549743,2
NUSA TENGGARA BARAT,52,KAB. LOMBOK UTARA,52.08,Pemenang,520805,38778,33,0.0008509979885502089,2
JAWA TENGAH,33,KOTA SURAKARTA,33.72,Banjarsari,337205,183451,156,0.0008503633122741223,2
SUMATERA SELATAN,16,KOTA PALEMBANG,16.71,Seberang Ulu II,167103,98846,84,0.0008498067701272686,2
BALI,51,KAB. GIANYAR,51.04,Ubud,510405,71849,61,0.0008490027696975602,2
JAWA BARAT,32,KOTA BANDUNG,32.73,Sukajadi,327307,101315,86,0.000848837783151557,2
NUSA TENGGARA BARAT,52,KOTA MATARAM,52.71,Sandubaya,527106,66114,56,0.0008470218108116284,2
JAWA TIMUR,35,KAB. BONDOWOSO,35.11,Bondowoso,351111,79134,67,0.0008466651502514722,2
DAERAH ISTIMEWA YOGYAKARTA,34,KAB. SLEMAN,34.04,Tempel,340414,54345,46,0.0008464440150887846,2
JAMBI,15,KOTA SUNGAI PENUH,15.72,Koto Baru,157207,9465,8,0.0008452192287374538,2
JAWA TIMUR,35,KOTA MALANG,35.73,Blimbing,357301,189303,160,0.0008452058340332694,2
RIAU,14,KOTA PEKANBARU,14.71,Tenayan Raya,147110,138465,117,0.0008449788755281118,2
JAWA TIMUR,35,KAB. SIDOARJO,35.15,Sidoarjo,351508,190588,161,0.0008447541293260856,2
RIAU,14,KOTA PEKANBARU,14.71,Senapelan,147105,37953,32,0.0008431481042341844,2
JAWA TIMUR,35,KAB. MALANG,35.07,Singosari,350724,170221,143,0.0008400843609190406,2
JAWA BARAT,32,KOTA BANDUNG,32.73,Cinambo,327329,25101,21,0.0008366200549778894,2
PAPUA,91,KAB. MERAUKE,91.01,Tanah Miring,910106,20326,17,0.0008363672144051953,2
KALIMANTAN SELATAN,63,KOTA BANJARBARU,63.72,Cempaka,637203,32706,27,0.000825536598789213,2
JAWA TENGAH,33,KAB. WONOGIRI,33.12,Wonogiri,331212,88446,73,0.0008253623679985528,2
JAWA TENGAH,33,KOTA SEMARANG,33.74,Ngaliyan,337415,139338,115,0.0008253312090025693,2
SUMATERA SELATAN,16,KOTA PALEMBANG,16.71,Alang-alang Lebar,167115,99566,82,0.0008235743125163209,2
JAWA TENGAH,33,KOTA SALATIGA,33.73,Tingkir,337302,46562,38,0.0008161161462136506,2
ACEH,11,KAB. ACEH BESAR,11.06,Montasik,110605,19628,16,0.0008151620134501732,2
JAWA BARAT,32,KOTA BANDUNG,32.73,Coblong,327302,114163,93,0.0008146247032751417,2
BALI,51,KAB. TABANAN,51.02,Selemadeg,510201,22157,18,0.0008123843480615607,2
KALIMANTAN SELATAN,63,KOTA BANJARMASIN,63.71,Banjarmasin Utara,637104,150391,122,0.0008112187564415424,2
JAWA BARAT,32,KAB. KARAWANG,32.15,Karawang Barat,321501,160475,130,0.0008100950303785636,2
RIAU,14,KOTA PEKANBARU,14.71,Rumbai,147106,69303,56,0.0008080458277419448,2
JAMBI,15,KAB. MERANGIN,15.02,Sungai Manau,150204,9901,8,0.000807999192000808,2
DAERAH ISTIMEWA YOGYAKARTA,34,KAB. GUNUNGKIDUL,34.03,Panggang,340306,29722,24,0.0008074826727676468,2
JAWA TENGAH,33,KOTA SEMARANG,33.74,Gunungpati,337412,94347,76,0.0008055370070060521,2
DAERAH ISTIMEWA YOGYAKARTA,34,KAB. BANTUL,34.02,Pajangan,340207,36040,29,0.000804661487236404,2
JAWA TENGAH,33,KAB. BANYUMAS,33.02,Purwokerto Barat,330225,53441,43,0.0008046256619449486,2
PAPUA,91,KAB. JAYAPURA,91.03,Kemtuk Gresi,910306,4974,4,0.0008041817450743868,2
RIAU,14,KAB. BENGKALIS,14.03,Bengkalis,140301,82111,66,0.000803789991596741,2
JAWA TIMUR,35,KAB. MOJOKERTO,35.16,Sooko,351613,73483,59,0.0008029067947688581,2
JAWA TIMUR,35,KAB. MAGETAN,35.20,Magetan,352006,46135,37,0.0008019941476102741,2
SULAWESI UTARA,71,KAB. MINAHASA UTARA,71.06,Airmadidi,710603,29938,24,0.0008016567572984168,2
