nama_provinsi,kode_provinsi,nama_kabupatenkota,kode_kabupatenkota,nama_kecamatan,kode_kecamatan,jumlah_penduduk,total,density,level_kerawanan
PAPUA BARAT,92,KOTA SORONG,92.71,Maladum Mes,927110,11229,1,8.905512512245079E-05,0
SUMATERA SELATAN,16,KAB. MUSI BANYUASIN,16.06,Bayung Lencir,160609,67421,6,8.899304371041664E-05,0
NUSA TENGGARA TIMUR,53,KAB. SABU RAIJUA,53.20,Sabu Liae,532004,11258,1,8.882572392965002E-05,0
JAWA TIMUR,35,KAB. JOMBANG,35.17,Wonosalam,351705,33797,3,8.876527502441045E-05,0
SULAWESI TENGAH,72,KOTA PALU,72.71,Tawaeli,727107,22540,2,8.873114463176575E-05,0
NUSA TENGGARA BARAT,52,KAB. LOMBOK TIMUR,52.03,Suwela,520316,45113,4,8.866623811318246E-05,0
JAWA BARAT,32,KAB. CIREBON,32.09,Pabedilan,320904,56397,5,8.865719807791194E-05,0
JAWA TIMUR,35,KAB. PASURUAN,35.14,Winongan,351419,45137,4,8.861909298358332E-05,0
SUMATERA UTARA,12,KAB. MANDAILING NATAL,12.13,Tambangan,121310,11298,1,8.85112409275978E-05,0
SULAWESI SELATAN,73,KAB. PINRANG,73.15,Suppa,731502,33898,3,8.850079650716857E-05,0
ACEH,11,KAB. NAGAN RAYA,11.15,Kuala,111501,22604,2,8.847991505928154E-05,0
SUMATERA UTARA,12,KAB. ASAHAN,12.09,Pulo Bandring,120930,33906,3,8.847991505928154E-05,0
JAWA TIMUR,35,KAB. BOJONEGORO,35.22,Balen,352213,67821,6,8.846817357455655E-05,0
JAWA TIMUR,35,KAB. BOJONEGORO,35.22,Kapas,352214,56570,5,8.838607035531201E-05,0
SULAWESI TENGGARA,74,KAB. KONAWE,74.02,Amonggedo,740228,11317,1,8.836264027569144E-05,0
JAWA TIMUR,35,KAB. NGANJUK,35.18,Lengkong,351819,33952,3,8.836003770028276E-05,0
RIAU,14,KAB. ROKAN HULU,14.06,Pagaran Tapah Darussalam,140614,11323,1,8.831581736288969E-05,0
JAMBI,15,KAB. KERINCI,15.01,Air Hangat,150105,11324,1,8.830801836806782E-05,0
RIAU,14,KAB. ROKAN HILIR,14.07,Bangko,140702,79315,7,8.825568933997352E-05,0
SUMATERA UTARA,12,KAB. KARO,12.06,Merek,120605,22662,2,8.825346394845998E-05,0
SULAWESI BARAT,76,KAB. MAMASA,76.03,Sesenapadang,760308,11353,1,8.808244516867788E-05,0
SUMATERA BARAT,13,KOTA PAYAKUMBUH,13.76,Lamposi Tigo Nagori,137604,11358,1,8.804366966015144E-05,0
RIAU,14,KAB. INDRAGIRI HULU,14.02,Lubuk Batu Jaya,140212,22723,2,8.801654711085684E-05,0
ACEH,11,KAB. ACEH TAMIANG,11.16,Manyak Payed,111601,34088,3,8.800750997418446E-05,0
KALIMANTAN SELATAN,63,KAB. BARITO KUALA,63.04,Marabahan,630415,22733,2,8.797782958694409E-05,0
JAWA BARAT,32,KAB. MAJALENGKA,32.10,Malausma,321026,45477,4,8.79565494645645E-05,0
KALIMANTAN TENGAH,62,KAB. KAPUAS,62.03,Kapuas Barat,620305,22741,2,8.7946880084429E-05,0
SULAWESI SELATAN,73,KAB. SINJAI,73.07,Sinjai Timur,730703,34119,3,8.792754770069463E-05,0
SUMATERA UTARA,12,KAB. NIAS,12.04,Ma'u,120428,11384,1,8.784258608573436E-05,0
KALIMANTAN SELATAN,63,KAB. KOTABARU,63.02,Pulaulaut Tengah,630216,11400,1,8.771929824561403E-05,0
NUSA TENGGARA TIMUR,53,KAB. SIKKA,53.07,Talibura,530708,22830,2,8.760402978537013E-05,0
KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA BARAT,19.05,Parittiga,190506,34245,3,8.760402978537013E-05,0
SUMATERA BARAT,13,KAB. PESISIR SELATAN,13.01,Ranah Pesisir,130102,34266,3,8.755034144633164E-05,0
SULAWESI SELATAN,73,KAB. PINRANG,73.15,Batu Lappa,731512,11429,1,8.749671887304226E-05,0
JAWA TENGAH,33,KAB. DEMAK,33.21,Bonang,332112,102897,9,8.746610688358261E-05,0
SUMATERA BARAT,13,KAB. PESISIR SELATAN,13.01,Sutera,130108,57190,5,8.742787200559538E-05,0
JAWA TIMUR,35,KAB. SAMPANG,35.27,Jrengik,352707,34319,3,8.74151344736152E-05,0
SULAWESI TENGGARA,74,KAB. KOLAKA UTARA,74.08,Kodeoha,740805,11441,1,8.7404947120007E-05,0
SUMATERA SELATAN,16,KAB. BANYUASIN,16.07,Air Salek,160714,34351,3,8.733370207563099E-05,0
JAMBI,15,KAB. BATANGHARI,15.04,Muara Tembesi,150402,34353,3,8.732861758798358E-05,0
LAMPUNG,18,KAB. LAMPUNG TENGAH,18.02,Putra Rumbia,180228,22927,2,8.723339294281851E-05,0
JAWA BARAT,32,KAB. CIANJUR,32.03,Cibinong,320320,57388,5,8.712622847982156E-05,0
SULAWESI SELATAN,73,KAB. TORAJA UTARA,73.26,Tondon,732616,11479,1,8.711560240439062E-05,0
SUMATERA UTARA,12,KAB. NIAS UTARA,12.24,Sawo,122402,11482,1,8.709284096847239E-05,0
SUMATERA BARAT,13,KAB. AGAM,13.06,Kamang Magek,130615,22988,2,8.700191404210893E-05,0
NUSA TENGGARA TIMUR,53,KAB. ENDE,53.08,Maurole,530810,11501,1,8.694896095991653E-05,0
ACEH,11,KAB. ACEH TENGGARA,11.02,Ketambe,110212,11514,1,8.685079034219212E-05,0
SULAWESI UTARA,71,KAB. KEPULAUAN SANGIHE,71.03,Manganitu Selatan,710310,11515,1,8.684324793747286E-05,0
JAWA TIMUR,35,KAB. PAMEKASAN,35.28,Larangan,352808,57581,5,8.683419878084785E-05,0
MALUKU UTARA,82,KAB. PULAU MOROTAI,82.07,Morotai Utara,820704,11520,1,8.680555555555556E-05,0
LAMPUNG,18,KAB. TANGGAMUS,18.06,Kota Agung Barat,180618,23133,2,8.645657718410928E-05,0
NUSA TENGGARA BARAT,52,KAB. LOMBOK TIMUR,52.03,Aikmel,520309,69421,6,8.642917849065845E-05,0
SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,12.18,Sipispis,121808,34732,3,8.637567660946678E-05,0
JAWA TIMUR,35,KAB. PASURUAN,35.14,Lumbang,351404,34754,3,8.632099902169534E-05,0
SUMATERA UTARA,12,KAB. DELI SERDANG,12.07,Galang,120719,69533,6,8.62899630391325E-05,0
KALIMANTAN SELATAN,63,KAB. TABALONG,63.09,Muara Uya,630907,23182,2,8.62738331464067E-05,0
SUMATERA UTARA,12,KAB. NIAS BARAT,12.25,Mandrehe,122505,23210,2,8.616975441619992E-05,0
JAWA TENGAH,33,KAB. BOYOLALI,33.09,Karanggede,330914,46442,4,8.612893501571854E-05,0
LAMPUNG,18,KAB. MESUJI,18.11,Mesuji,181101,23231,2,8.609186001463561E-05,0
SUMATERA UTARA,12,KAB. LABUHANBATU UTARA,12.23,Kualuh Leidong,122302,34873,3,8.60264387921888E-05,0
SUMATERA SELATAN,16,KAB. OGAN KOMERING ILIR,16.02,Lempuing,160213,69747,6,8.602520538517786E-05,0
LAMPUNG,18,KAB. LAMPUNG UTARA,18.03,Sungkai Utara,180308,34877,3,8.601657252630673E-05,0
JAWA TIMUR,35,KAB. SUMENEP,35.29,Raas,352922,34884,3,8.599931200550395E-05,0
NUSA TENGGARA BARAT,52,KAB. LOMBOK TENGAH,52.02,Kopang,520209,93036,8,8.598821961391289E-05,0
SULAWESI TENGGARA,74,KAB. MUNA,74.03,Lasalepa,740314,11653,1,8.581481163648846E-05,0
JAWA TIMUR,35,KAB. JOMBANG,35.17,Gudo,351702,58280,5,8.579272477693891E-05,0
SULAWESI TENGAH,72,KAB. PARIGI MOUTONG,72.08,Kasimbar,720808,23313,2,8.578904473898684E-05,0
SUMATERA BARAT,13,KAB. LIMA PULUH KOTA,13.07,Bukik Barisan,130712,23355,2,8.563476771569257E-05,0
SUMATERA UTARA,12,KAB. KARO,12.06,Munte,120606,23372,2,8.557247989046722E-05,0
KALIMANTAN BARAT,61,KAB. BENGKAYANG,61.07,Samalantan,610702,23373,2,8.556881872245754E-05,0
LAMPUNG,18,KAB. WAY KANAN,18.08,Negeri Besar,180812,23378,2,8.555051758063137E-05,0
JAWA TENGAH,33,KAB. KENDAL,33.24,Limbangan,332406,35073,3,8.553588230262595E-05,0
LAMPUNG,18,KAB. LAMPUNG TIMUR,18.07,Purbolinggo,180708,46801,4,8.546825922523023E-05,0
JAWA BARAT,32,KAB. TASIKMALAYA,32.06,Sariwangi,320630,35106,3,8.545547769612032E-05,0
SUMATERA UTARA,12,KAB. KARO,12.06,Tigapanah,120604,35113,3,8.543844160282517E-05,0
KALIMANTAN SELATAN,63,KAB. TABALONG,63.09,Haruai,630905,23430,2,8.536064874093044E-05,0
JAWA TENGAH,33,KAB. GROBOGAN,33.15,Ngaringan,331509,70328,6,8.531452621999773E-05,0
KALIMANTAN TIMUR,64,KAB. MAHAKAM ULU,64.11,Long Bagun,641101,11726,1,8.528057308545113E-05,0
SUMATERA UTARA,12,KAB. MANDAILING NATAL,12.13,Muara Batang Gadis,121317,23466,2,8.522969402539845E-05,0
SULAWESI UTARA,71,KAB. MINAHASA SELATAN,71.05,Tatapaan,710519,11737,1,8.520064752492119E-05,0
KALIMANTAN BARAT,61,KAB. SANGGAU,61.03,Bonti,610305,23475,2,8.519701810436634E-05,0
BENGKULU,17,KAB. KEPAHIANG,17.08,Merigi,170805,11770,1,8.496176720475786E-05,0
SUMATERA UTARA,12,KAB. LANGKAT,12.05,Binjai,120505,47136,4,8.486082824168364E-05,0
JAWA BARAT,32,KAB. SUBANG,32.13,Compreng,321315,47236,4,8.46811753747142E-05,0
LAMPUNG,18,KAB. PRINGSEWU,18.10,Adiluwih,181007,35452,3,8.462146000225657E-05,0
SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU TIMUR,16.08,Belitang III,160810,35459,3,8.460475478721905E-05,0
NUSA TENGGARA BARAT,52,KAB. SUMBAWA,52.04,Moyo Utara,520423,11832,1,8.451656524678837E-05,0
LAMPUNG,18,KAB. LAMPUNG TENGAH,18.02,Trimurjo,180205,59228,5,8.441953130276221E-05,0
SULAWESI SELATAN,73,KAB. PINRANG,73.15,Lembang,731507,47404,4,8.43810648890389E-05,0
SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU TIMUR,16.08,Buay Pemuka Bangsa Raja,160820,11860,1,8.431703204047218E-05,0
SUMATERA UTARA,12,KAB. DELI SERDANG,12.07,Pantai Labu,120732,47476,4,8.425309630128907E-05,0
KALIMANTAN TENGAH,62,KAB. KAPUAS,62.03,Pulau Petak,620306,23760,2,8.417508417508418E-05,0
SUMATERA SELATAN,16,KAB. MUSI BANYUASIN,16.06,Sungai Lilin,160607,59490,5,8.404773911581779E-05,0
SUMATERA BARAT,13,KAB. AGAM,13.06,Pelembayan,130611,35707,3,8.401713949645728E-05,0
LAMPUNG,18,KAB. LAMPUNG BARAT,18.04,Air Hitam,180419,11911,1,8.395600705230459E-05,0
SUMATERA UTARA,12,KOTA MEDAN,12.71,Medan Marelan,127112,178690,15,8.39442610106889E-05,0
SULAWESI BARAT,76,KAB. MAMUJU TENGAH,76.06,Topoyo,760604,35774,3,8.38597864370772E-05,0
KALIMANTAN BARAT,61,KAB. SAMBAS,61.01,Sajingan Besar,610109,11926,1,8.385041086701326E-05,0
SUMATERA UTARA,12,KAB. PAKPAK BHARAT,12.15,Sitelu Tali Urang Jehe,121501,11934,1,8.379420144126027E-05,0
JAMBI,15,KOTA SUNGAI PENUH,15.72,Tanah Kampung,157204,11939,1,8.375910880308233E-05,0
BANTEN,36,KAB. SERANG,36.04,Cikeusal,360423,71665,6,8.372287727621572E-05,0
NUSA TENGGARA BARAT,52,KAB. SUMBAWA,52.04,Batu Lanteh,520407,11946,1,8.371002846140967E-05,0
SULAWESI BARAT,76,KAB. MAMUJU UTARA,76.01,Bambaira,760110,11960,1,8.361204013377926E-05,0
LAMPUNG,18,KAB. LAMPUNG UTARA,18.03,Abung Timur,180305,35942,3,8.346780924823326E-05,0
LAMPUNG,18,KAB. TULANG BAWANG BARAT,18.12,Tulang Bawang Tengah,181201,83990,7,8.334325514942255E-05,0
KALIMANTAN BARAT,61,KAB. SAMBAS,61.01,Jawai,610103,48067,4,8.321717602513159E-05,0
JAWA BARAT,32,KAB. CIANJUR,32.03,Takokak,320316,48215,4,8.296173390023852E-05,0
LAMPUNG,18,KAB. LAMPUNG TIMUR,18.07,Batanghari Nuban,180713,48246,4,8.290842764166977E-05,0
JAWA TIMUR,35,KAB. NGAWI,35.21,Padas,352108,36186,3,8.2904990880451E-05,0
JAWA TIMUR,35,KAB. SUMENEP,35.29,Giliginting,352908,24132,2,8.28775070445881E-05,0
SUMATERA BARAT,13,KAB. PADANG PARIAMAN,13.05,VII Koto Sungai Sarik,130505,36206,3,8.285919460862841E-05,0
SUMATERA BARAT,13,KAB. PASAMAN,13.08,Panti,130807,36209,3,8.285232953133199E-05,0
SUMATERA UTARA,12,KAB. KARO,12.06,Kabanjahe,120601,72437,6,8.283059762276184E-05,0
SUMATERA BARAT,13,KAB. SIJUNJUNG,13.03,Sijunjung,130304,48323,4,8.277631769550732E-05,0
NUSA TENGGARA BARAT,52,KAB. SUMBAWA,52.04,Utan,520406,36244,3,8.277232093587904E-05,0
KALIMANTAN BARAT,61,KAB. SEKADAU,61.09,Belitang Hilir,610905,24175,2,8.27300930713547E-05,0
SULAWESI TENGAH,72,KAB. BUOL,72.05,Paleleh,720505,12092,1,8.269930532583527E-05,0
JAWA TENGAH,33,KAB. KENDAL,33.24,Ngampel,332419,36300,3,8.264462809917356E-05,0
JAWA TENGAH,33,KAB. TEMANGGUNG,33.23,Bansari,332316,24203,2,8.263438416725199E-05,0
JAWA BARAT,32,KOTA TASIKMALAYA,32.78,Mangkubumi,327808,96834,8,8.261561021955099E-05,0
SUMATERA UTARA,12,KOTA GUNUNGSITOLI,12.78,Gunungsitoli Idanoi,127804,24214,2,8.259684480052862E-05,0
NUSA TENGGARA TIMUR,53,KAB. SIKKA,53.07,Doreng,530720,12111,1,8.25695648583932E-05,0
SULAWESI UTARA,71,KAB. MINAHASA SELATAN,71.05,Maesaan,710516,12124,1,8.248102936324645E-05,0
JAMBI,15,KOTA SUNGAI PENUH,15.72,Pesisir Bukit,157202,12139,1,8.237910865804432E-05,0
SULAWESI UTARA,71,KAB. BOLAANG MONGONDOW UTARA,71.08,Pinogaluman,710806,12140,1,8.237232289950576E-05,0
JAWA TENGAH,33,KAB. CILACAP,33.01,Gandrungmangu,330110,109331,9,8.231882997502995E-05,0
KALIMANTAN SELATAN,63,KAB. TANAH BUMBU,63.10,Sungai Loban,631003,24307,2,8.228082445386102E-05,0
BENGKULU,17,KAB. BENGKULU TENGAH,17.09,Karang Tinggi,170901,12157,1,8.225713580653122E-05,0
JAWA TIMUR,35,KAB. SAMPANG,35.27,Pangarengan,352713,24338,2,8.217602103706138E-05,0
SUMATERA UTARA,12,KAB. NIAS,12.04,Sogae'adu,120435,12169,1,8.217602103706138E-05,0
SULAWESI SELATAN,73,KAB. BONE,73.08,Kajuara,730803,36526,3,8.213327492744894E-05,0
NUSA TENGGARA TIMUR,53,KAB. ENDE,53.08,Ende Tengah,530819,24385,2,8.201763379126513E-05,0
GORONTALO,75,KAB. GORONTALO UTARA,75.05,Atinggola,750501,12196,1,8.199409642505739E-05,0
JAWA BARAT,32,KAB. SUMEDANG,32.11,Cibugel,321104,24394,2,8.198737394441256E-05,0
ACEH,11,KAB. BIREUEN,11.11,Kota Juang,111113,48798,4,8.197057256444936E-05,0
JAWA TENGAH,33,KAB. BATANG,33.25,Banyuputih,332515,36608,3,8.19493006993007E-05,0
BENGKULU,17,KAB. BENGKULU UTARA,17.03,Kerkap,170306,12207,1,8.192020971573687E-05,0
SUMATERA UTARA,12,KAB. DELI SERDANG,12.07,Bangun Purba,120709,24429,2,8.186990871505179E-05,0
RIAU,14,KAB. ROKAN HULU,14.06,Tambusai Utara,140609,85504,7,8.186751497005988E-05,0
ACEH,11,KAB. BIREUEN,11.11,Peusangan Siblah Krueng,111115,12218,1,8.18464560484531E-05,0
JAWA TENGAH,33,KAB. REMBANG,33.17,Sarang,331705,61113,5,8.181565297072636E-05,0
SUMATERA UTARA,12,KAB. DAIRI,12.11,Siempat Nempu Hilir,121108,12227,1,8.178621084485155E-05,0
JAWA TIMUR,35,KAB. PACITAN,35.01,Ngadirojo,350111,48916,4,8.177283506419168E-05,0
KALIMANTAN SELATAN,63,KAB. TAPIN,63.05,Candi Laras Selatan,630505,12233,1,8.17460966238862E-05,0
RIAU,14,KAB. INDRAGIRI HULU,14.02,Batang Peranap,140214,12245,1,8.166598611678236E-05,0
KALIMANTAN BARAT,61,KAB. KAPUAS HULU,61.06,Boyan Tanjung,610619,12250,1,8.163265306122449E-05,0
NUSA TENGGARA BARAT,52,KAB. SUMBAWA BARAT,52.07,Poto Tano,520706,12255,1,8.159934720522235E-05,0
ACEH,11,KAB. BIREUEN,11.11,Peulimbang,111112,12261,1,8.15594160345812E-05,0
JAMBI,15,KAB. KERINCI,15.01,Gunung Kerinci,150106,12264,1,8.153946510110893E-05,0
SULAWESI UTARA,71,KAB. KEPULAUAN SANGIHE,71.03,Tabukan Tengah,710314,12267,1,8.151952392598027E-05,0
KALIMANTAN TENGAH,62,KAB. KOTAWARINGIN TIMUR,62.02,Antang Kalang,620210,12269,1,8.150623522699487E-05,0
SULAWESI TENGAH,72,KAB. DONGGALA,72.03,Banawa,720308,36810,3,8.149959250203749E-05,0
JAWA TIMUR,35,KAB. BOJONEGORO,35.22,Temayang,352221,36874,3,8.135813852579053E-05,0
NUSA TENGGARA TIMUR,53,KAB TIMOR TENGAH SELATAN,53.02,Amanuban Selatan,530206,24610,2,8.126777732629012E-05,0
JAWA TENGAH,33,KAB. SRAGEN,33.14,Sambungmacan,331407,49371,4,8.101922181037452E-05,0
SUMATERA UTARA,12,KAB. DELI SERDANG,12.07,Sibiru-biru,120707,37034,3,8.100664254468867E-05,0
JAMBI,15,KAB. BUNGO,15.08,Pelepat Ilir,150809,49419,4,8.094052894635667E-05,0
SUMATERA SELATAN,16,KAB. MUSI BANYUASIN,16.06,Lawang Wetan,160613,24733,2,8.0863623498969E-05,0
JAWA BARAT,32,KAB. TASIKMALAYA,32.06,Jamanis,320635,37110,3,8.084074373484237E-05,0
PAPUA,91,KAB. DOGIYAI,91.26,Mapia Tengah,912609,12377,1,8.079502302658157E-05,0
LAMPUNG,18,KAB. WAY KANAN,18.08,Rebang Tangkas,180809,24755,2,8.079175924055746E-05,0
SULAWESI UTARA,71,KAB. BOLAANG MONGONDOW,71.01,Bolaang Timur,710131,12382,1,8.076239702794379E-05,0
LAMPUNG,18,KAB. PESAWARAN,18.09,Way Lima,180904,37153,3,8.07471805776115E-05,0
JAWA TIMUR,35,KAB. BANYUWANGI,35.10,Siliragung,351022,49555,4,8.071839370396528E-05,0
ACEH,11,KAB. ACEH UTARA,11.08,Tanah Luas,110812,24778,2,8.071676487206392E-05,0
ACEH,11,KAB. ACEH TENGAH,11.04,Silih Nara,110402,24781,2,8.070699326096607E-05,0
MALUKU UTARA,82,KAB. HALMAHERA BARAT,82.01,Sahu,820104,12393,1,8.069071249899137E-05,0
JAWA BARAT,32,KAB. TASIKMALAYA,32.06,Culamega,320610,24801,2,8.064190960041933E-05,0
JAWA BARAT,32,KAB. SUBANG,32.13,Serangpanjang,321323,24823,2,8.057043870603875E-05,0
JAWA TIMUR,35,KAB. LUMAJANG,35.08,Senduro,350812,49721,4,8.04489048892822E-05,0
JAWA BARAT,32,KAB. INDRAMAYU,32.12,Kedokan Bunder,321228,49725,4,8.044243338360986E-05,0
SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,12.18,Perbaungan,121802,111941,9,8.039949616315738E-05,0
SUMATERA SELATAN,16,KAB. BANYUASIN,16.07,Muara Telang,160708,37329,3,8.036647110825364E-05,0
JAWA BARAT,32,KAB. TASIKMALAYA,32.06,Cikatomas,320605,49775,4,8.03616273229533E-05,0
NUSA TENGGARA TIMUR,53,KAB TIMOR TENGAH SELATAN,53.02,Noebeba,530226,12453,1,8.030193527664017E-05,0
BENGKULU,17,KAB. REJANG LEBONG,17.02,Kota Padang,170206,12475,1,8.016032064128256E-05,0
JAWA BARAT,32,KAB. INDRAMAYU,32.12,Lelea,321205,49907,4,8.014907728374777E-05,0
SUMATERA UTARA,12,KAB. KARO,12.06,Payung,120611,12506,1,7.996161842315688E-05,0
KALIMANTAN BARAT,61,KAB. SAMBAS,61.01,Teluk Keramat,610102,75080,6,7.991475759190197E-05,0
RIAU,14,KAB. INDRAGIRI HILIR,14.04,Kempas,140419,37574,3,7.984244424335978E-05,0
JAWA TIMUR,35,KAB. SAMPANG,35.27,Ketapang,352712,75336,6,7.964319847085059E-05,0
JAWA BARAT,32,KAB. SUKABUMI,32.02,Bojonggenteng,320214,37695,3,7.958615200955034E-05,0
SUMATERA UTARA,12,KAB. DAIRI,12.11,Tigalingga,121103,25135,2,7.957032027053909E-05,0
SULAWESI BARAT,76,KAB. POLEWALI MANDAR,76.04,Tutar,760405,25197,2,7.937452871373576E-05,0
JAWA BARAT,32,KAB. MAJALENGKA,32.10,Cigasong,321020,37808,3,7.934828607702074E-05,0
SULAWESI BARAT,76,KAB. MAJENE,76.05,Tammerodo Sendana,760506,12614,1,7.927699381639449E-05,0
SULAWESI TENGAH,72,KAB. BANGGAI,72.01,Luwuk Timur,720111,12619,1,7.924558205880022E-05,0
SULAWESI TENGAH,72,KAB. TOLI TOLI,72.04,Lampasio,720406,12620,1,7.92393026941363E-05,0
SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU SELATAN,16.09,Warkuk Ranau Selatan,160913,25254,2,7.919537499010058E-05,0
ACEH,11,KAB. ACEH TIMUR,11.03,Rantau Selamat,110308,12649,1,7.905763301446754E-05,0
SUMATERA UTARA,12,KAB. NIAS SELATAN,12.14,Teluk Dalam,121406,25310,2,7.902015013828527E-05,0
SUMATERA UTARA,12,KAB. MANDAILING NATAL,12.13,Batang Natal,121313,25326,2,7.897022822395957E-05,0
SUMATERA SELATAN,16,KAB. PENUKAL ABAB LEMATANG ILIR,16.12,Abab,161204,25332,2,7.895152376440866E-05,0
JAWA TENGAH,33,KAB. BLORA,33.16,Jati,331601,50682,4,7.892348368256975E-05,0
PAPUA,91,KAB. MAMBERAMO TENGAH,91.21,Kobagma,912101,12677,1,7.888301648655044E-05,0
MALUKU UTARA,82,KAB. HALMAHERA BARAT,82.01,Ibu,820103,12688,1,7.881462799495586E-05,0
NUSA TENGGARA TIMUR,53,KAB. SUMBA BARAT DAYA,53.18,Kodi Utara,531808,50753,4,7.88130750891573E-05,0
JAWA TENGAH,33,KAB. KENDAL,33.24,Kangkung,332417,50776,4,7.877737513786041E-05,0
LAMPUNG,18,KAB. TANGGAMUS,18.06,Klumbayan,180617,12697,1,7.875876191226274E-05,0
JAWA TIMUR,35,KAB. TRENGGALEK,35.03,Kampak,350307,38118,3,7.870297497245396E-05,0
MALUKU UTARA,82,KAB. HALMAHERA SELATAN,82.04,Bacan Timur,820407,12712,1,7.866582756450598E-05,0
JAWA TENGAH,33,KAB. BLORA,33.16,Bogorejo,331615,25427,2,7.865654619105675E-05,0
JAWA TIMUR,35,KAB. PROBOLINGGO,35.13,Sumber,351302,25432,2,7.864108210128971E-05,0
KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA SELATAN,19.03,Air Gegas,190303,38162,3,7.861223206330905E-05,0
SULAWESI TENGAH,72,KAB. DONGGALA,72.03,Balaesang,720312,25443,2,7.860708249813308E-05,0
SUMATERA UTARA,12,KAB. PADANG LAWAS,12.21,Batang Lubu Sutam,122109,12725,1,7.858546168958742E-05,0
SUMATERA BARAT,13,KAB. SOLOK,13.02,Junjung Sirih,130213,12733,1,7.853608733212911E-05,0
SULAWESI SELATAN,73,KAB. TORAJA UTARA,73.26,Sesean,732602,12741,1,7.848677497841614E-05,0
JAWA BARAT,32,KAB. SUKABUMI,32.02,Sagaranten,320241,50984,4,7.845598619174644E-05,0
SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,12.18,Bintang Bayu,121817,12752,1,7.841907151819322E-05,0
SUMATERA BARAT,13,KAB. SOLOK SELATAN,13.11,Sangir,131101,51035,4,7.837758401097287E-05,0
SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU TIMUR,16.08,Madang Suku III,160813,25524,2,7.835762419683435E-05,0
SUMATERA UTARA,12,KAB. ASAHAN,12.09,Buntu Pane,120916,25528,2,7.834534628643058E-05,0
ACEH,11,KAB. ACEH TAMIANG,11.16,Rantau,111608,38309,3,7.831057975932548E-05,0
JAWA TENGAH,33,KAB. BLORA,33.16,Todanan,331614,64022,5,7.809815375964512E-05,0
SUMATERA SELATAN,16,KAB. MUARA ENIM,16.03,Belida Darat,160324,12808,1,7.807620237351655E-05,0
SUMATERA BARAT,13,KAB. TANAH DATAR,13.04,Lintau Buo Utara,130413,38442,3,7.803964413922273E-05,0
KALIMANTAN BARAT,61,KAB. SAMBAS,61.01,Selakau Timur,610119,12820,1,7.800312012480499E-05,0
JAWA TIMUR,35,KAB. SAMPANG,35.27,Torjun,352702,38550,3,7.782101167315176E-05,0
JAWA TENGAH,33,KAB. PEKALONGAN,33.26,Petungkriyono,332604,12866,1,7.7724234416291E-05,0
SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU,16.01,Baturaja Timur,160114,102948,8,7.770913470878502E-05,0
NUSA TENGGARA TIMUR,53,KAB. ALOR,53.05,Alor Tengah Utara,530507,12877,1,7.765783955890347E-05,0
MALUKU UTARA,82,KAB. HALMAHERA TIMUR,82.06,Maba,820602,12898,1,7.753140021708792E-05,0
KALIMANTAN TENGAH,62,KAB. LAMANDAU,62.09,Sematu Jaya,620906,12915,1,7.742934572202865E-05,0
SUMATERA UTARA,12,KAB. MANDAILING NATAL,12.13,Bukit Malintang,121307,12915,1,7.742934572202865E-05,0
SUMATERA BARAT,13,KAB. LIMA PULUH KOTA,13.07,Lareh Sago Halaban,130709,38778,3,7.736345350456444E-05,0
JAWA BARAT,32,KAB. SUBANG,32.13,Cipunagara,321318,64660,5,7.732755954222085E-05,0
RIAU,14,KAB. INDRAGIRI HULU,14.02,Batang Cenaku,140207,38828,3,7.726383022561038E-05,0
BENGKULU,17,KAB. MUKO MUKO,17.06,Pondok Suguh,170604,12957,1,7.717835918808367E-05,0
SUMATERA UTARA,12,KAB. DELI SERDANG,12.07,Pagar Merbau,120731,38883,3,7.715454054471106E-05,0
JAMBI,15,KAB. BUNGO,15.08,Bungo Dani,150812,26022,2,7.685804319422027E-05,0
SULAWESI SELATAN,73,KAB. BARRU,73.11,Pujananting,731106,13017,1,7.682261657832066E-05,0
SUMATERA SELATAN,16,KAB. MUARA ENIM,16.03,Rambang,160315,26037,2,7.681376502669278E-05,0
RIAU,14,KAB. ROKAN HULU,14.06,Pendalian IV Koto,140616,13020,1,7.680491551459293E-05,0
NUSA TENGGARA TIMUR,53,KAB. BELU,53.04,Tasifeto Barat,530404,26044,2,7.679311933650745E-05,0
SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,12.18,Bandar Khalifah,121806,26081,2,7.668417622023696E-05,0
JAWA TENGAH,33,KAB. BLORA,33.16,Jiken,331607,39182,3,7.656576999642693E-05,0
SUMATERA SELATAN,16,KAB. LAHAT,16.04,Merapi Barat,160409,26159,2,7.645552200007645E-05,0
SULAWESI SELATAN,73,KAB. MAROS,73.09,Malllawa,730906,13080,1,7.64525993883792E-05,0
SUMATERA SELATAN,16,KAB. LAHAT,16.04,Pagar Gunung,160422,13085,1,7.642338555598012E-05,0
